food_code,food_name,SUMBER,AIR (g),energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,SERAT (g),ABU (g),calcium_mg_100g,FOSFOR (mg),BESI (mg),sodium_mg_100g,potassium_mg_100g,TEMBAGA (mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR-TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT C (mg),bdd_percent,category,is_olahan_code,food_name_normalized_tkpi,urt_match_normalized,match_score,best_candidate,match_status,urt_food_name,urt_gram,urt,food_name_normalized_urt,urt_gram_numeric,gram_per_portion,URT,match_type,is_usable_for_recommendation
ER106,"Sirsak, segar",DABM-1964,82,65,1.0,,,"3,2","0,7",14.0,27,"0,6",2.0,,"0,08",1,,8,10,"0,07","0,08","0,7",20,68.0,B,False,sirsak,sirsak,100.0,sirsak,accepted_fuzzy,Sirsak,60,½ gelas,sirsak,60.0,60.0,½ gelas,normalized_urt,True
ER107,"Sowa, segar",KZGMI-2001,88,48,,,,"4,5",10,50.0,40,"0,3",9.0,0.0,"0,1","1,5",0,364,,"0,15","0,23","0,2",4,,B,False,sowa,,50.0,sapi,low_score,,,,,,,,unmatched,False
ER108,"Srikaya, segar",KZGPI- 1990,83,63,,,,"2,1","1,1",127.0,30,"2,7",,,,,0,,31,"0,08",,,28,48.0,B,False,srikaya,srikaya,100.0,srikaya,accepted_fuzzy,Srikaya,50,2 buah besar,srikaya,50.0,50.0,2 buah besar,normalized_urt,True
ER109,"Sukun muda, segar",KZGPI- 1990,69,119,,,,"1,4",1,24.0,44,"1,4",24.0,,"0,09","0,1",,28,4896,"0,17","0,17","3,7",52,84.0,B,False,sukun muda,,66.66666666666667,sukun,low_score,,,,,,,,unmatched,False
ER110,"Sukun tua, segar",KZGPI- 1990,68,126,,,,"1,5",1,37.0,47,"1,6",25.0,436.0,"0,09","0,1",,30,2000,"0,18","0,17","3,9",58,88.0,B,False,sukun tua,,71.42857142857143,sukun,low_score,,,,,,,,unmatched,False
ER111,"Vigus, segar",KZGMI-2001,88,44,,,,,"1,2",30.0,20,"0,3",2.0,180.0,"0,1","0,2",,,,"0,26","0,01",,43,,B,False,vigus,,60.0,gabus,low_score,,,,,,,,unmatched,False
ER112,"Wani, segar",KZGPI- 1990,81,74,,,,"3,1","0,6",66.0,29,"1,2",,,,,,,32,"0,08",,,80,77.0,B,False,wani,,54.54545454545454,manggis,low_score,,,,,,,,unmatched,False
FR001,"Anak sapi, daging, gemuk, segar",DABM-1964,62,184,,14.0,0.0,0,"5,2",10.0,200,"2,2",118.0,,"0,17","3,3",12,,,,,7,,100.0,LH,False,anak sapi daging gemuk,,55.55555555555556,daging kambing,low_score,,,,,,,,unmatched,False
FR002,"Anak sapi, daging, kurus, segar",DABM-1964,69,174,,10.0,0.0,0,"1,4",11.0,201,"2,9",96.0,,"0,14","2,7",6,,,,,"5,7",0,100.0,LH,False,anak sapi daging kurus,,57.14285714285714,daging kerbau,low_score,,,,,,,,unmatched,False
FR003,"Anak sapi, daging, sedang, segar",DABM-1964,68,190,,12.0,0.0,0,"0,9",11.0,193,"2,9",99.0,,"0,14","2,8",12,,,,,"5,9",0,100.0,LH,False,anak sapi daging sedang,,59.45945945945945,daging kambing,low_score,,,,,,,,unmatched,False
FR004,"Angsa, daging, segar",DABM-1964,"51,1",349,,,0.0,0,1,15.0,188,"1,8",71.0,,"0,26","1,7",273,,,,,"7,11",0,60.0,LH,False,angsa daging,,86.95652173913044,daging asap,low_score,,,,,,,,unmatched,False
FR005,"Ayam, daging, segar",DABM-1964,"55,9",298,,25.0,0.0,0,"0,9",14.0,200,"1,5",109.0,,"0,11","0,6",245,,,,,"10,4",0,58.0,LH,False,ayam daging,,81.81818181818181,daging asap,low_score,,,,,,,,unmatched,False
FR006,"Ayam, dideh/darah, segar",DABM-1964,82,75,,,,0,"1,6",15.0,9,"1,3",337.0,234.0,,,15,,,,,"0,6",0,100.0,LH,False,ayam dideh darah,,56.00000000000001,hati ayam,low_score,,,,,,,,unmatched,False
FR007,"Ayam, hati, segar",KZGMS-1993,"53,4",261,,,,0,"1,5",118.0,373,"15,8",1068.0,,"0,84",0,4957,,28000,,,"4,11",0,100.0,LH,False,ayam hati,hati ayam,100.0,hati ayam,accepted_fuzzy,Hati ayam,30,1 buah sedang,hati ayam,30.0,30.0,1 buah sedang,normalized_urt,True
FR008,"Babi, daging, gemuk,segar",DABM-1964,42,453,,45.0,0.0,0,"1,1",7.0,117,"1,8",112.0,,"0,22","0,4",0,,,,,"5,9",0,100.0,LH,False,babi daging gemuk,,78.57142857142857,daging babi,low_score,,,,,,,,unmatched,False
FR009,"Babi, daging, kurus, segar",DABM-1964,50,371,,35.0,0.0,0,"0,9",8.0,151,"2,1",97.0,,"0,19","0,4",0,,,,,"5,4",0,100.0,LH,False,babi daging kurus,,78.57142857142857,daging babi,low_score,,,,,,,,unmatched,False
FR010,"Babi, ginjal, segar",DABM-1964,"77,1",110,,,,0,"1,2",11.0,246,8,139.0,390.0,"0,71","3,2",39,,,,,"9,1",13,100.0,LH,False,babi ginjal,,72.72727272727273,daging babi,low_score,,,,,,,,unmatched,False
FR011,"Babi, hati, segar",DABM-1964,"72,3",129,,,,0,"1,5",10.0,362,18,110.0,447.0,"0,58","0,1",4303,,,,,"5,7",23,100.0,LH,False,babi hati,,71.42857142857143,babat,low_score,,,,,,,,unmatched,False
FR012,"Bebek (itik), daging, segar",DABM-1964,"54,3",321,16.0,,0.0,0,"1,1",15.0,188,"1,8",54.0,199.0,"0,21","1,2",273,,,,,"4,3",0,60.0,LH,False,bebek itik daging,,64.28571428571428,daging babi,low_score,,,,,,,,unmatched,False
FR013,"Bebek alabio, daging, segar",KZGMI-2001,57,303,,27.0,,0,1,20.0,293,"4,8",50.0,260.0,"0,7",2,,,,,,"4,1",,100.0,LH,False,bebek alabio daging,,66.66666666666667,daging babi,low_score,,,,,,,,unmatched,False
FR014,"Belibis, daging, segar",KZGMI-2001,"71,3",131,,,,0,"1,4",8.0,192,"9,6",46.0,104.0,"1,2","1,6",,,,,,"2,7",,100.0,LH,False,belibis daging,,80.0,daging babi,low_score,,,,,,,,unmatched,False
FR015,"Burung, sarang, segar",DABM-1964,"24,8",281,,,,,"5,3",485.0,18,3,,,,,0,,,,,,0,100.0,LH,False,burung sarang,,56.00000000000001,pisang ambon,low_score,,,,,,,,unmatched,False
FR016,"Domba, daging, gemuk, segar",DABM-1964,"55,8",317,,,0.0,0,"0,8",9.0,157,"2,4",64.0,,"0,11","3,7",0,,,,,"6,5",0,100.0,LH,False,domba daging gemuk,,64.51612903225806,daging kerbau,low_score,,,,,,,,unmatched,False
FR017,"Domba, daging, kurus,  segar",DABM-1964,"66,3",202,,,0.0,0,"1,8",10.0,191,"2,6",90.0,355.0,"0,08","2,8",0,,,,,"5,7",0,100.0,LH,False,domba daging kurus,,64.51612903225806,daging kerbau,low_score,,,,,,,,unmatched,False
FR018,"Domba, ginjal, segar",DABM-1964,"77,8",100,,,1.0,0,"1,3",13.0,237,"9,2",155.0,276.0,"0,48","2,4",348,,,,,"7,5",13,100.0,LH,False,domba ginjal,,52.63157894736843,maizena,low_score,,,,,,,,unmatched,False
FR019,"Kambing, daging, segar",DABM-1964,"70,3",149,,,0.0,0,"3,9",11.0,124,1,96.0,,"0,31","4,9",0,,,,,5,0,100.0,LH,False,kambing daging,daging kambing,100.0,daging kambing,accepted_fuzzy,Daging kambing,40,1 potong sedang,daging kambing,40.0,40.0,1 potong sedang,normalized_urt,True
FR020,"Kelinci, daging, segar",FCTEA-1972,"74,3",142,,,0.0,0,1,7.0,350,1,49.0,,,,0,,0,,,"6,8",,100.0,LH,False,kelinci daging,,71.42857142857143,daging kambing,low_score,,,,,,,,unmatched,False
FR021,"Kerbau, daging, segar",DABM-1964,80,79,,,0.0,0,"0,8",14.0,221,"3,3",91.0,273.0,"0,13","1,6",,,,,,5,0,100.0,LH,False,kerbau daging,daging kerbau,100.0,daging kerbau,accepted_fuzzy,Daging kerbau,35,1 potong sedang,daging kerbau,35.0,35.0,1 potong sedang,normalized_urt,True
FR022,"Kuda, daging, segar",DABM-1964,76,113,,,,0,"0,9",10.0,150,"2,7",46.0,,"0,13","2,5",0,,,,,3,0,100.0,LH,False,kuda daging,,75.0,daging kerbau,low_score,,,,,,,,unmatched,False
FR023,"Sapi, babat, segar",DABM-1964,"76,7",108,,,0.0,0,"1,5",12.0,144,1,147.0,,"0,11","2,2",0,,,,,"1,7",0,100.0,LH,False,sapi babat,,73.6842105263158,hati sapi,low_score,,,,,,,,unmatched,False
FR024,"Sapi, daging, gemuk, segar",DABM-1964,60,273,,22.0,0.0,0,"0,5",10.0,150,"2,6",93.0,267.0,"0,17","6,4",12,,,,,"7,3",0,100.0,LH,False,sapi daging gemuk,,64.51612903225806,daging kambing,low_score,,,,,,,,unmatched,False
FR025,"Sapi, daging, kurus, segar",DABM-1964,69,174,,10.0,0.0,0,"1,4",11.0,181,"2,9",83.0,489.0,"0,07","4,9",6,,,,,"1,2",0,100.0,LH,False,sapi daging kurus,,66.66666666666667,daging kerbau,low_score,,,,,,,,unmatched,False
FR026,"Sapi, daging, lemak sedang, segar",DABM-1964,66,201,,14.0,0.0,0,"1,2",11.0,170,"2,8",105.0,378.0,"4,58","5,2",9,,,,,"1,3",0,100.0,M,False,sapi daging lemak sedang,,63.1578947368421,daging kambing,low_score,,,,,,,,unmatched,False
FR027,"Sapi, daleman, segar",KZGMI-2001,"70,1",183,12.0,,,0,"2,1",43.0,319,"1,8",277.0,160.0,"0,1","0,8",,,,,,"8,4",,100.0,LH,False,sapi daleman,,66.66666666666667,dendeng sapi,low_score,,,,,,,,unmatched,False
FR028,"Sapi, dideh/darah",DABM-1964,"75,6",98,,,0.0,0,"1,4",7.0,24,"1,3",150.0,170.0,,"0,2",15,,,,,"0,9",0,100.0,LH,False,sapi dideh darah,,57.14285714285714,dendeng sapi,low_score,,,,,,,,unmatched,False
FR029,"Sapi, ginjal, segar",DABM-1964,"74,9",137,15.0,,,0,"1,1",9.0,221,"7,9",200.0,,,,348,,,,,"6,1",13,100.0,LH,False,sapi ginjal,ginjal sapi,100.0,ginjal sapi,accepted_fuzzy,Ginjal sapi,45,1 potong besar,ginjal sapi,45.0,45.0,1 potong besar,normalized_urt,True
FR030,"Sapi, keleponan, segar",KZGMI-2001,"83,8",84,,,,0,"0,9",20.0,13,"2,1",73.0,318.0,"0,2","1,7",857,,,,,"0,3",,100.0,LH,False,sapi keleponan,,64.0,kornet sapi,low_score,,,,,,,,unmatched,False
FR031,"Sapi, liver, segar",DABM-1964,"69,7",132,,,6.0,0,"1,4",7.0,358,"6,6",110.0,213.0,"0,51","2,3",13303,,,,,"11,4",31,100.0,LH,False,sapi liver,,63.1578947368421,hati sapi,low_score,,,,,,,,unmatched,False
FR032,"Sapi, otak, segar",DABM-1964,"78,9",123,,,,0,"1,3",16.0,330,"3,6",112.0,,"0,26","0,9",0,,,,,"3,9",18,100.0,LH,False,sapi otak,,70.0,kornet sapi,low_score,,,,,,,,unmatched,False
FR033,"Sapi, usus, segar",DABM-1964,"76,7",126,14.0,,,0,"0,6",14.0,115,4,,,,,61,,,,,"0,2",0,100.0,LH,False,sapi usus,usus sapi,100.0,usus sapi,accepted_fuzzy,Usus sapi,50,1 potong besar,usus sapi,50.0,50.0,1 potong besar,normalized_urt,True
FR034,Ulat sagu segar,KZGMI-2001,"65,9",241,,,,"2,8","0,9",20.0,70,"0,5",210.0,210.0,1,"7,7",,,,,,"0,1",,100.0,LH,False,ulat sagu,,60.0,tepung sagu,low_score,,,,,,,,unmatched,False
GR001,"Belut, segar",KZGMI-2001,"81,5",70,,,1.0,0,"2,1",49.0,155,"1,5",55.0,169.0,"0,2","1,2",,0,,"0,22","0,12","7,7",,,LH,False,belut,belut,100.0,belut,accepted_fuzzy,Belut,45,3 ekor,belut,45.0,45.0,3 ekor,normalized_urt,True
GR002,"Belut, laut, segar",KZGPI- 1990,"79,5",93,,,,0,"4,1",60.0,199,3,33.0,,"0,1",1,51,3,71,"0,06",0,"2,7",,,LH,False,belut laut,,66.66666666666667,belut,low_score,,,,,,,,unmatched,False
GR003,"Cumi-cumi, segar",KZGPI- 1990,"82,2",75,,,,0,"0,9",32.0,200,"1,8",37.0,,"1,6","1,3",0,20,0,"0,08",0,"2,5",0,,LH,False,cumi cumi,cumi cumi,100.0,cumi cumi,accepted_fuzzy,Cumi-cumi,45,1 ekor kecil,cumi cumi,45.0,45.0,1 ekor kecil,normalized_urt,True
GR004,"Ikan bader, segar",DABM- 1964,66,193,19.0,13.0,0.0,0,2,48.0,150,"0,4",118.0,,"0,1","0,2",45,0,,"0,01","0,1","4,1",0,,LH,False,ikan bader,,63.1578947368421,ikan asin,low_score,,,,,,,,unmatched,False
GR005,"Ikan balong, segar",KZGPI- 1990,"76,5",107,,,,0,"1,5",54.0,202,2,86.0,,"0,5",1,25,0,0,"0,05","0,1","2,5",0,,LH,False,ikan balong,,70.0,ikan asin,low_score,,,,,,,,unmatched,False
GR006,"Ikan bambangan, segar",KZGPI- 1990,"73,7",112,20.0,,,0,"1,3",98.0,120,3,148.0,,0,"0,1",0,0,0,"0,07",0,"0,3",0,,LH,False,ikan bambangan,,61.53846153846154,pisang ambon,low_score,,,,,,,,unmatched,False
GR007,"Ikan bandeng, segar",DABM- 1964,74,123,20.0,,0.0,0,"1,2",20.0,150,2,67.0,,0,"0,9",45,21,,"0,05","0,1",6,0,,LH,False,ikan bandeng,,66.66666666666667,ikan asin,low_score,,,,,,,,unmatched,False
GR008,"Ikan banjar, segar",KZGPI- 1990,"73,5",111,,,,0,"1,4",68.0,278,"7,3",99.0,,"0,2","0,6",0,62,0,"0,03","0,2","7,3",0,,LH,False,ikan banjar,,70.0,ikan asin,low_score,,,,,,,,unmatched,False
GR009,"Ikan baronang, segar",KZGMI-2001,80,78,,,,0,"1,2",26.0,521,"3,8",26.0,692.0,"4,7","4,1",732,0,,"0,2","0,04",3,0,,LH,False,ikan baronang,,64.51612903225806,ikan cakalang asin,low_score,,,,,,,,unmatched,False
GR010,"Ikan batung, segar",KZGMI-2001,"75,7",115,,,,0,"1,1",,207,0,42.0,361.0,"0,2","0,9",,0,,"1,2","0,04","1,1",,,LH,False,ikan batung,,70.0,ikan asin,low_score,,,,,,,,unmatched,False
GR011,"Ikan baung, segar",KZGMI-2001,"74,9",123,,,,0,"1,2",5.0,146,"1,3",32.0,349.0,"0,1","0,7",,0,,"0,2","0,03","1,2",,,LH,False,ikan baung,,73.6842105263158,ikan asin,low_score,,,,,,,,unmatched,False
GR012,"Ikan bawal, segar",DABM- 1964,78,91,19.0,,0.0,0,"1,3",20.0,150,2,129.0,,"0,1","0,3",45,0,,"0,05","0,1","1,8",0,,LH,False,ikan bawal,,63.1578947368421,ikan asin,low_score,,,,,,,,unmatched,False
GR013,"Ikan belida, segar",KZGMI-2001,"79,2",80,,,,0,"2,3",303.0,315,"1,3",41.0,356.0,0,"0,8",,0,,"1,2","0,14","1,4",,,LH,False,ikan belida,,70.0,ikan emas,low_score,,,,,,,,unmatched,False
GR014,"Ikan beunteur, segar",DABM- 1964,70,109,17.0,4.0,0.0,0,9,500.0,500,1,109.0,,"0,6","1,3",45,,,"0,05","0,1","2,6",0,,LH,False,ikan beunteur,,54.54545454545454,ikan asin,low_score,,,,,,,,unmatched,False
GR015,"Ikan biawan, segar",KZGMI-2001,"79,1",90,,,,0,"1,4",125.0,265,1,35.0,207.0,"0,4","0,6",,,,"0,36","0,03","2,9",,,LH,False,ikan biawan,,70.0,ikan asin,low_score,,,,,,,,unmatched,False
GR016,"Ikan bili, segar",KZGMI-2001,"68,3",88,,,,0,"10,6",27.0,1760,"1,5",217.0,202.0,0,"4,1",,0,,"0,72","0,09","2,7",,,LH,False,ikan bili,,66.66666666666667,ikan asin,low_score,,,,,,,,unmatched,False
GR017,"Ikan bubara, segar",KZGMI-2001,"75,5",100,,,,,"1,6",90.0,90,"0,4",390.0,390.0,"0,7","0,8",,,,,,,,,LH,False,ikan bubara,,60.0,ikan asin,low_score,,,,,,,,unmatched,False
GR018,"Ikan bulan-bulan, segar",KZGMI-2001,"66,7",134,,,5.0,,"1,5",29.0,29,"0,5",197.0,489.0,"0,1","0,5",,,,"0,3","0,02","0,8",,,LH,False,ikan bulan bulan,,64.70588235294117,ikan cakalang asin,low_score,,,,,,,,unmatched,False
GR019,"Ikan cakalang, segar",KZGMI-2001,73,107,,,,0,"1,2",23.0,242,"2,9",66.0,239.0,"0,2","0,6",386,0,,"0,17","0,05","21,7",0,,LH,False,ikan cakalang,,83.87096774193549,ikan cakalang asin,low_score,,,,,,,,unmatched,False
GR020,"Ikan cakalang, hati, segar",KZGMI-2001,"73,4",120,,,10.0,,"1,4",30.0,30,"0,9",420.0,280.0,"1,6","4,3",,,,,,"0,2",,,LH,False,ikan cakalang hati,,72.22222222222221,ikan cakalang asin,low_score,,,,,,,,unmatched,False
GR021,"Ikan cakalang, jantung, segar",KZGMI-2001,"76,3",116,,,,,"1,1",10.0,40,"3,4",360.0,250.0,"0,5","1,9",908,,,,,"0,1",0,,LH,False,ikan cakalang jantung,,66.66666666666667,ikan cakalang asin,low_score,,,,,,,,unmatched,False
GR022,"Ikan cakalang, perut, segar",KZGMI-2001,"79,1",86,,,,,"0,9",20.0,110,"2,1",230.0,210.0,"0,3","9,3",,,,"0,24",,"0,3",,,LH,False,ikan cakalang perut,,70.27027027027026,ikan cakalang asin,low_score,,,,,,,,unmatched,False
GR023,"Ikan daun, segar",KZGMI-2001,"78,6",101,,,,0,"1,2",80.0,210,"0,8",120.0,270.0,"0,1","0,9",0,,,"0,08","0,07","0,1",0,,LH,False,ikan daun,,77.77777777777779,ikan asin,low_score,,,,,,,,unmatched,False
GR024,"Ikan ekor kuning, segar",KZGMI-2001,"74,1",108,,,,0,"0,3",30.0,220,"0,5",50.0,230.0,"0,1","0,6",40,29,,0,"0,1","0,2",,,LH,False,ikan ekor kuning,,64.28571428571428,ikan kembung,low_score,,,,,,,,unmatched,False
GR025,"Ikan gabus, segar",KZGMI-2001,"79,6",80,,,,0,"1,1",170.0,139,"0,1",65.0,254.0,"0,3","0,4",335,,,"0,4","0,2","0,1",,,LH,False,ikan gabus,,73.6842105263158,ikan asin,low_score,,,,,,,,unmatched,False
GR026,"Ikan heu, segar",KZGMI-2001,"75,6",81,10.0,,,,"6,2",1910.0,990,"2,1",240.0,210.0,"0,1","2,7",,,,"0,87",,"0,2",,,LH,False,ikan heu,,70.58823529411764,ikan emas,low_score,,,,,,,,unmatched,False
GR027,"Ikan hitam, segar",KZGMI-2001,"78,2",101,,,,0,"1,1",50.0,140,"0,4",70.0,210.0,,"0,4",67,,,0,"0,1","0,1",,,LH,False,ikan hitam,,78.26086956521739,kentang hitam,low_score,,,,,,,,unmatched,False
GR028,"Ikan hiu, segar",KZGPI- 1990,"85,7",57,,,,0,"1,1",75.0,206,2,,,"0,02",,,,0,"0,05",,,0,,LH,False,ikan hiu,,70.58823529411764,ikan asin,low_score,,,,,,,,unmatched,False
GR029,"Ikan kacangan, segar",KZGPI- 1990,"80,7",77,,,,0,"1,2",94.0,170,"1,7",,,,,18,,0,"0,07",,,0,,LH,False,ikan kacangan,,72.0,kacang hijau,low_score,,,,,,,,unmatched,False
GR030,"Ikan kakap, segar",DABM- 1964,77,92,20.0,,0.0,0,"2,3",20.0,200,1,,,,,9,,,"0,05",,,0,,LH,False,ikan kakap,ikan kakap,100.0,ikan kakap,accepted_fuzzy,Ikan kakap,35,1/3 ekor besar,ikan kakap,35.0,35.0,1/3 ekor besar,normalized_urt,True
GR031,"Ikan kakatua, segar",KZGMI-2001,"79,7",82,,,,,"1,3",20.0,160,"0,4",90.0,300.0,"0,1","0,3",18,,,,,"0,2",,,LH,False,ikan kakatua,,81.81818181818181,ikan kakap,low_score,,,,,,,,unmatched,False
GR032,"Ikan kalaban, segar",KZGMI-2001,"80,3",77,,,,0,"1,3",182.0,248,"0,9",40.0,334.0,"0,7","0,8",,,,"0,16","0,15","1,9",,,LH,False,ikan kalaban,,72.72727272727273,ikan kakap,low_score,,,,,,,,unmatched,False
GR033,"Ikan kamera (kakap merah), segar",KZGMI-2001,"78,5",86,,,0.0,0,"1,3",50.0,170,"0,3",90.0,290.0,"0,3","0,1",26,,,,"0,08","0,1",,,LH,False,ikan kamera kakap merah,,60.60606060606061,ikan kakap,low_score,,,,,,,,unmatched,False
GR034,"Ikan kapar, segar",KZGMI-2001,"74,2",132,17.0,,,0,"1,3",151.0,272,"1,2",78.0,229.0,"0,9","0,7",,,,"0,07","0,03",,,,LH,False,ikan kapar,,80.0,ikan kakap,low_score,,,,,,,,unmatched,False
GR035,"Ikan kawalinya, segar",KZGMI-2001,"76,1",110,,,,,"1,7",80.0,300,"1,5",340.0,300.0,"0,2","1,4",146,,,,,"0,2",,,LH,False,ikan kawalinya,,66.66666666666667,ikan kakap,low_score,,,,,,,,unmatched,False
GR036,"Ikan keru-keru, segar",KZGPI- 1990,"77,2",93,,,,0,"3,4",65.0,217,"2,4",137.0,,"0,34","0,7",0,,0,"0,01","0,09","1,6",0,55.0,LH,False,ikan keru keru,,72.0,ikan lemuru,low_score,,,,,,,,unmatched,False
GR037,"Ikan kima, segar",KZGMI-2001,"82,1",70,,,,,"1,2",53.0,72,2,342.0,101.0,"0,5","0,5",401,,,"0,22","0,05","5,8",,,LH,False,ikan kima,,73.6842105263158,ikan kakap,low_score,,,,,,,,unmatched,False
GR038,"Ikan lais, segar",KZGPI- 1990,65,161,,,,0,"9,2",70.0,237,0,,,,,0,,0,"0,05",,,0,62.0,LH,False,ikan lais,,70.0,ikan mujair,low_score,,,,,,,,unmatched,False
GR039,"Ikan layang, segar",DABM- 1964,74,109,22.0,,0.0,0,"2,3",50.0,150,2,,,,,45,0,,"0,05",,,0,80.0,LH,False,ikan layang,,69.56521739130434,ikan pindang,low_score,,,,,,,,unmatched,False
GR040,"Ikan layur, segar",KZGPI- 1990,"80,1",82,18.0,1.0,,0,"0,5",48.0,229,"2,2",,,,,4,,0,"0,04",,,0,49.0,LH,False,ikan layur,,76.19047619047619,ikan lemuru,low_score,,,,,,,,unmatched,False
GR041,"Ikan lehoma, segar",KZGMI-2001,"77,6",90,,,0.0,,"1,1",88.0,270,"0,7",56.0,281.0,"0,3","0,9",1047,,,"0,32","0,03","0,2",,,LH,False,ikan lehoma,,72.72727272727273,ikan lemuru,low_score,,,,,,,,unmatched,False
GR042,"Ikan lemuru, segar",DABM- 1964,76,112,20.0,3.0,0.0,0,1,20.0,100,1,,,,,30,0,,"0,05",,,0,80.0,LH,False,ikan lemuru,ikan lemuru,100.0,ikan lemuru,accepted_fuzzy,Ikan lemuru,35,1 potong sedang,ikan lemuru,35.0,35.0,1 potong sedang,normalized_urt,True
GR043,"Ikan lidah, segar",KZGPI- 1990,"78,3",104,,,2.0,0,"0,9",30.0,143,2,,,,,33,,0,"0,03",,,0,,LH,False,ikan lidah,,73.6842105263158,ikan peda,low_score,,,,,,,,unmatched,False
GR044,"Ikan malalugis, segar",KZGMI-2001,"75,6",99,,,,,"1,5",164.0,330,"0,5",76.0,282.0,"0,2","0,9",661,,,"0,3","0,02","0,5",,,LH,False,ikan malalugis,,64.0,ikan mujair,low_score,,,,,,,,unmatched,False
GR045,"Ikan mamar merah, segar",KZGMI-2001,75,115,,4.0,,0,"1,3",60.0,190,"1,6",120.0,240.0,"0,2",1,,,,"0,2","0,1","0,1",,,LH,False,ikan mamar merah,,64.28571428571428,kacang merah,low_score,,,,,,,,unmatched,False
GR046,"Ikan mas, segar",DABM- 1964,80,86,16.0,2.0,0.0,0,2,20.0,150,2,65.0,,"0,1","1,1",45,8,,"0,05","0,1","2,6",0,80.0,LH,False,ikan emas,ikan emas,100.0,ikan emas,accepted_fuzzy,Ikan mas,45,1/3 ekor sedang,ikan emas,45.0,45.0,1/3 ekor sedang,normalized_urt,True
GR047,"Ikan mayong, segar",KZGPI- 1990,"78,2",97,,2.0,,0,"1,5",40.0,100,"2,5",,,,,21,,0,"0,1",,,0,89.0,LH,False,ikan mayong,,69.56521739130434,ikan kembung,low_score,,,,,,,,unmatched,False
GR048,"Ikan mujahir, segar",KZGPI- 1990,"79,7",89,,1.0,0.0,0,"1,1",96.0,209,"1,5",51.0,,0,"0,2",6,3,5,"0,03","0,1",2,0,80.0,LH,False,ikan mujahir,ikan mujair,95.65217391304348,ikan mujair,accepted_fuzzy,Ikan mujair,30,1/3 ekor sedang,ikan mujair,30.0,30.0,1/3 ekor sedang,normalized_urt,True
GR049,"Ikan nasu metti, segar",KZGMI-2001,"65,3",154,,5.0,,,"2,4",80.0,244,"1,6",421.0,488.0,"0,2","1,2",,,,"0,47","0,15","9,6",,,LH,False,ikan nasu metti,,59.25925925925925,ikan pindang,low_score,,,,,,,,unmatched,False
GR050,"Ikan oci, kembung, segar",KZGMI-2001,"71,4",125,,,,,"1,7",136.0,69,"0,8",214.0,245.0,"0,2","1,1",,,,"0,26","0,03","0,2",,80.0,LH,False,ikan oci kembung,,85.71428571428572,ikan kembung,low_score,,,,,,,,unmatched,False
GR051,"Ikan paling, segar",DABM- 1964,58,303,14.0,27.0,0.0,0,1,20.0,200,1,43.0,,,,485,0,,"0,1",,,2,100.0,LH,False,ikan paling,,78.26086956521739,ikan pindang,low_score,,,,,,,,unmatched,False
GR052,"Ikan papuyu/ betok, segar",KZGMI-2001,75,120,,,,0,"1,2",329.0,436,"1,5",240.0,169.0,"0,8","1,1",,0,,0,"0,05","3,1",,,LH,False,ikan papuyu betok,,54.54545454545454,tape beras ketan,low_score,,,,,,,,unmatched,False
GR053,"Ikan patin, segar",KZGMI-2001,"74,4",132,17.0,,,0,"0,9",31.0,173,"1,6",77.0,346.0,"0,7","0,8",,7,,"0,2","0,03","1,7",,,LH,False,ikan patin,,73.6842105263158,ikan teri,low_score,,,,,,,,unmatched,False
GR054,"Ikan pomo, segar",KZGMI-2001,"68,3",147,,,,,"1,4",80.0,230,"1,3",,380.0,"0,2","0,7",89,,,,,,,,LH,False,ikan pomo,,66.66666666666667,ikan peda,low_score,,,,,,,,unmatched,False
GR055,"Ikan puntin, segar",KZGMI-2001,"81,1",76,,,,,"1,2",28.0,166,0,,325.0,"0,1","0,6",,,,"0,31","0,11",,,,LH,False,ikan puntin,,70.0,ikan teri,low_score,,,,,,,,unmatched,False
GR056,"Ikan saluang, segar",KZGMI-2001,"74,8",113,,,,0,3,642.0,646,"1,9",51.0,182.0,"0,8","3,6",,,,"0,21","0,02","1,8",,89.0,LH,False,ikan saluang,,66.66666666666667,ikan kembung,low_score,,,,,,,,unmatched,False
GR057,"Ikan sarden, segar",KZGMI-2001,"72,7",109,,,,0,"2,2",95.0,597,"1,3",266.0,227.0,"0,3",2,195,0,,"0,26","0,03","4,4",,,LH,False,ikan sarden,,63.63636363636363,ikan mujair,low_score,,,,,,,,unmatched,False
GR058,"Ikan selar, segar",DABM- 1964,"75,4",100,,,0.0,0,"3,6",40.0,179,"0,5",43.0,,"0,1","0,3",45,0,,"0,37","0,2","3,4",0,48.0,LH,False,ikan selar,,73.6842105263158,ikan teri,low_score,,,,,,,,unmatched,False
GR059,"Ikan sepat, segar",KZGMI-2001,"78,8",84,,,,0,"0,8",68.0,171,"2,1",211.0,198.0,"0,7","0,6",,0,,"0,16","0,03","1,9",,75.0,LH,False,ikan sepat,,73.6842105263158,ikan peda,low_score,,,,,,,,unmatched,False
GR060,"Ikan sidat, segar",KZGPI- 1990,"71,3",81,,,,0,"11,6",118.0,174,3,46.0,,0,"1,5",15,0,0,0,"0,4","3,2",0,100.0,LH,False,ikan sidat,,73.6842105263158,ikan peda,low_score,,,,,,,,unmatched,False
