food_code,food_name,source,water_g_100g,energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,ash_g_100g,calcium_mg_100g,phosphorus_mg_100g,iron_mg_100g,sodium_mg_100g,potassium_mg_100g,copper_mg_100g,zinc_mg_100g,retinol_mcg_100g,beta_carotene_mcg_100g,carotene_total_mcg_100g,thiamin_mg_100g,riboflavin_mg_100g,niacin_mg_100g,vitamin_c_mg_100g,bdd_percent,tkpi_main_group,tkpi_group_code,category_code,category_name,category_source,food_name_clean,food_name_match,food_name_match_original,urt,urt_qty,urt_unit,gram_per_portion,is_processed_code,exists_in_urt,exists_in_manual_whitelist,remove_processed
GR022,"Ikan cakalang, perut, segar",KZGMI-2001,"79,1",86,"10,2","1,1","8,7",,"0,9",20,110,"2,1",230,210,"0,3","9,3",,,,"0,24",,"0,3",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan cakalang, perut, segar","ikan cakalang, perut","ikan cakalang, perut",,,,,False,False,False,False
GR023,"Ikan daun, segar",KZGMI-2001,"78,6",101,"11,5","4,1","4,6",0,"1,2",80,210,"0,8",120,270,"0,1","0,9",0,,,"0,08","0,07","0,1",0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan daun, segar",ikan daun,ikan daun,,,,,False,False,False,False
GR024,"Ikan ekor kuning, segar",KZGMI-2001,"74,1",108,"22,3","1,2","2,1",0,"0,3",30,220,"0,5",50,230,"0,1","0,6",40,29,,0,"0,1","0,2",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan ekor kuning, segar",ikan ekor kuning,ikan ekor kuning,,,,,False,False,False,False
GR025,"Ikan gabus, segar",KZGMI-2001,"79,6",80,"16,2","0,5","2,6",0,"1,1",170,139,"0,1",65,254,"0,3","0,4",335,,,"0,4","0,2","0,1",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan gabus, segar",ikan gabus,ikan gabus,,,,,False,False,False,False
GR026,"Ikan heu, segar",KZGMI-2001,"75,6",81,10,"1,6","6,6",,"6,2",1910,990,"2,1",240,210,"0,1","2,7",,,,"0,87",,"0,2",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan heu, segar",ikan heu,ikan heu,,,,,False,False,False,False
GR027,"Ikan hitam, segar",KZGMI-2001,"78,2",101,"10,3","3,7","6,7",0,"1,1",50,140,"0,4",70,210,,"0,4",67,,,0,"0,1","0,1",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan hitam, segar",ikan hitam,ikan hitam,,,,,False,False,False,False
GR028,"Ikan hiu, segar",KZGPI- 1990,"85,7",57,"10,7","0,3","2,2",0,"1,1",75,206,2,,,"0,02",,,,0,"0,05",,,0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan hiu, segar",ikan hiu,ikan hiu,,,,,False,False,False,False
GR029,"Ikan kacangan, segar",KZGPI- 1990,"80,7",77,"15,6","0,9","1,6",0,"1,2",94,170,"1,7",,,,,18,,0,"0,07",,,0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan kacangan, segar",ikan kacangan,ikan kacangan,,,,,False,False,False,False
GR030,"Ikan kakap, segar",DABM- 1964,77,92,20,"0,7",0,0,"2,3",20,200,1,,,,,9,,,"0,05",,,0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan kakap, segar",ikan kakap,ikan kakap,1/3 ekor besar,0.3333333333333333,ekor besar,35,False,True,False,False
GR031,"Ikan kakatua, segar",KZGMI-2001,"79,7",82,"11,4","1,2","6,4",,"1,3",20,160,"0,4",90,300,"0,1","0,3",18,,,,,"0,2",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan kakatua, segar",ikan kakatua,ikan kakatua,,,,,False,False,False,False
GR032,"Ikan kalaban, segar",KZGMI-2001,"80,3",77,"16,4","0,7","1,3",0,"1,3",182,248,"0,9",40,334,"0,7","0,8",,,,"0,16","0,15","1,9",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan kalaban, segar",ikan kalaban,ikan kalaban,,,,,False,False,False,False
GR033,"Ikan kamera (kakap merah), segar",KZGMI-2001,"78,5",86,"19,7","0,8",0,0,"1,3",50,170,"0,3",90,290,"0,3","0,1",26,,,,"0,08","0,1",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan kamera (kakap merah), segar",ikan kamera (kakap merah),ikan kamera (kakap merah),,,,,False,False,False,False
GR034,"Ikan kapar, segar",KZGMI-2001,"74,2",132,17,"6,7","0,8",0,"1,3",151,272,"1,2",78,229,"0,9","0,7",,,,"0,07","0,03",,,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan kapar, segar",ikan kapar,ikan kapar,,,,,False,False,False,False
GR035,"Ikan kawalinya, segar",KZGMI-2001,"76,1",110,"12,6","4,2","5,4",,"1,7",80,300,"1,5",340,300,"0,2","1,4",146,,,,,"0,2",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan kawalinya, segar",ikan kawalinya,ikan kawalinya,,,,,False,False,False,False
GR036,"Ikan keru-keru, segar",KZGPI- 1990,"77,2",93,"16,5","2,1","0,8",0,"3,4",65,217,"2,4",137,"255,3","0,34","0,7",0,,0,"0,01","0,09","1,6",0,55,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan keru-keru, segar",ikan keru-keru,ikan keru-keru,,,,,False,False,False,False
GR037,"Ikan kima, segar",KZGMI-2001,"82,1",70,"10,8","0,7","5,2",,"1,2",53,72,2,342,101,"0,5","0,5",401,,,"0,22","0,05","5,8",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan kima, segar",ikan kima,ikan kima,,,,,False,False,False,False
GR038,"Ikan lais, segar",KZGPI- 1990,65,161,"11,9","11,5","2,4",0,"9,2",70,237,0,,,,,0,,0,"0,05",,,0,62,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan lais, segar",ikan lais,ikan lais,,,,,False,False,False,False
GR039,"Ikan layang, segar",DABM- 1964,74,109,22,"1,7",0,0,"2,3",50,150,2,,,,,45,0,,"0,05",,,0,80,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan layang, segar",ikan layang,ikan layang,,,,,False,False,False,False
GR040,"Ikan layur, segar",KZGPI- 1990,"80,1",82,18,1,"0,4",0,"0,5",48,229,"2,2",,,,,4,,0,"0,04",,,0,49,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan layur, segar",ikan layur,ikan layur,,,,,False,False,False,False
GR041,"Ikan lehoma, segar",KZGMI-2001,"77,6",90,"20,4","0,9",0,,"1,1",88,270,"0,7",56,281,"0,3","0,9",1047,,,"0,32","0,03","0,2",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan lehoma, segar",ikan lehoma,ikan lehoma,,,,,False,False,False,False
GR042,"Ikan lemuru, segar",DABM- 1964,76,112,20,3,0,0,1,20,100,1,,,,,30,0,,"0,05",,,0,80,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan lemuru, segar",ikan lemuru,ikan lemuru,1 potong sedang,1.0,potong sedang,35,False,True,False,False
GR043,"Ikan lidah, segar",KZGPI- 1990,"78,3",104,"15,6","3,2",2,0,"0,9",30,143,2,,,,,33,,0,"0,03",,,0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan lidah, segar",ikan lidah,ikan lidah,,,,,False,False,False,False
GR044,"Ikan malalugis, segar",KZGMI-2001,"75,6",99,"20,6","1,4","0,9",,"1,5",164,330,"0,5",76,282,"0,2","0,9",661,,,"0,3","0,02","0,5",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan malalugis, segar",ikan malalugis,ikan malalugis,,,,,False,False,False,False
GR045,"Ikan mamar merah, segar",KZGMI-2001,75,115,"15,3",4,"4,4",0,"1,3",60,190,"1,6",120,240,"0,2",1,,,,"0,2","0,1","0,1",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan mamar merah, segar",ikan mamar merah,ikan mamar merah,,,,,False,False,False,False
GR046,"Ikan mas, segar",DABM- 1964,80,86,16,2,0,0,2,20,150,2,65,"276,7","0,1","1,1",45,8,,"0,05","0,1","2,6",0,80,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan mas, segar",ikan mas,ikan mas,1/3 ekor sedang,0.3333333333333333,ekor sedang,45,False,True,False,False
GR047,"Ikan mayong, segar",KZGPI- 1990,"78,2",97,"17,9",2,"0,4",0,"1,5",40,100,"2,5",,,,,21,,0,"0,1",,,0,89,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan mayong, segar",ikan mayong,ikan mayong,,,,,False,False,False,False
GR048,"Ikan mujahir, segar",KZGPI- 1990,"79,7",89,"18,7",1,0,0,"1,1",96,209,"1,5",51,"265,8",0,"0,2",6,3,5,"0,03","0,1",2,0,80,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan mujahir, segar",ikan mujahir,ikan mujahir,,,,,False,False,False,False
GR049,"Ikan nasu metti, segar",KZGMI-2001,"65,3",154,"16,8",5,"10,5",,"2,4",80,244,"1,6",421,488,"0,2","1,2",,,,"0,47","0,15","9,6",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan nasu metti, segar",ikan nasu metti,ikan nasu metti,,,,,False,False,False,False
GR050,"Ikan oci, kembung, segar",KZGMI-2001,"71,4",125,"21,3","3,4","2,2",,"1,7",136,69,"0,8",214,245,"0,2","1,1",,,,"0,26","0,03","0,2",,80,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan oci, kembung, segar","ikan oci, kembung","ikan oci, kembung",,,,,False,False,False,False
GR051,"Ikan paling, segar",DABM- 1964,58,303,14,27,0,0,1,20,200,1,43,,,,485,0,,"0,1",,,2,100,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan paling, segar",ikan paling,ikan paling,,,,,False,False,False,False
GR052,"Ikan papuyu/ betok, segar",KZGMI-2001,75,120,"14,3","4,9","4,6",0,"1,2",329,436,"1,5",240,169,"0,8","1,1",,0,,0,"0,05","3,1",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan papuyu/ betok, segar",ikan papuyu betok,ikan papuyu betok,,,,,False,False,False,False
GR053,"Ikan patin, segar",KZGMI-2001,"74,4",132,17,"6,6","1,1",0,"0,9",31,173,"1,6",77,346,"0,7","0,8",,7,,"0,2","0,03","1,7",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan patin, segar",ikan patin,ikan patin,,,,,False,False,False,False
GR054,"Ikan pomo, segar",KZGMI-2001,"68,3",147,"22,5","5,2","2,6",,"1,4",80,230,"1,3",,380,"0,2","0,7",89,,,,,,,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan pomo, segar",ikan pomo,ikan pomo,,,,,False,False,False,False
GR055,"Ikan puntin, segar",KZGMI-2001,"81,1",76,"14,4","1,1","2,2",,"1,2",28,166,0,,325,"0,1","0,6",,,,"0,31","0,11",,,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan puntin, segar",ikan puntin,ikan puntin,,,,,False,False,False,False
GR056,"Ikan saluang, segar",KZGMI-2001,"74,8",113,"13,9","4,9","3,4",0,3,642,646,"1,9",51,182,"0,8","3,6",,,,"0,21","0,02","1,8",,89,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan saluang, segar",ikan saluang,ikan saluang,,,,,False,False,False,False
GR057,"Ikan sarden, segar",KZGMI-2001,"72,7",109,"19,9","1,8","3,4",0,"2,2",95,597,"1,3",266,227,"0,3",2,195,0,,"0,26","0,03","4,4",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan sarden, segar",ikan sarden,ikan sarden,,,,,False,False,False,False
GR058,"Ikan selar, segar",DABM- 1964,"75,4",100,"18,8","2,2",0,0,"3,6",40,179,"0,5",43,"392,6","0,1","0,3",45,0,,"0,37","0,2","3,4",0,48,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan selar, segar",ikan selar,ikan selar,,,,,False,False,False,False
GR059,"Ikan sepat, segar",KZGMI-2001,"78,8",84,"15,2","0,6","4,7",0,"0,8",68,171,"2,1",211,198,"0,7","0,6",,0,,"0,16","0,03","1,9",,75,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan sepat, segar",ikan sepat,ikan sepat,,,,,False,False,False,False
GR060,"Ikan sidat, segar",KZGPI- 1990,"71,3",81,"11,4","1,9","3,8",0,"11,6",118,174,3,46,"245,9",0,"1,5",15,0,0,0,"0,4","3,2",0,100,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan sidat, segar",ikan sidat,ikan sidat,,,,,False,False,False,False
GR061,"Ikan sunu, segar",KZGMI-2001,"75,5",111,"13,3","3,4","6,7",,"1,1",86,174,"1,2",91,197,0,"0,6",309,,,"1,03","0,1","0,2",,70,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan sunu, segar",ikan sunu,ikan sunu,,,,,False,False,False,False
GR062,"Ikan tahuman, segar",KZGMI-2001,"77,4",88,"15,9","0,9","4,1",0,"1,8",221,223,0,24,364,"0,4","0,7",,,,"0,2","0,25","1,6",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan tahuman, segar",ikan tahuman,ikan tahuman,,,,,False,False,True,False
GR063,"Ikan tarmon, segar",KZGMI-2001,"76,7",96,"19,5","1,1",2,0,"0,8",9,129,"0,3",43,154,"0,1","0,5",,,,"0,15","0,02","1,7",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan tarmon, segar",ikan tarmon,ikan tarmon,,,,,False,False,False,False
GR064,"Ikan telan, segar",KZGMI-2001,"75,3",95,"15,8","0,7","6,5",0,"1,7",503,354,"0,2",58,294,"1,6","1,2",,,,"0,18","0,02","1,9",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan telan, segar",ikan telan,ikan telan,,,,,False,False,False,False
GR065,"Ikan tembang, segar",DABM- 1964,65,204,16,15,0,0,4,20,200,2,341,291,"0,4","2,6",30,0,,"0,05",0,"5,6",0,80,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan tembang, segar",ikan tembang,ikan tembang,,,,,False,False,False,False
GR066,"Ikan tempahas, segar",KZGMI-2001,"78,9",101,"15,1","4,1",1,0,"0,9",32,163,0,50,320,"0,7","0,6",,,,"0,02","0,05","1,5",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan tempahas, segar",ikan tempahas,ikan tempahas,,,,,False,False,False,False
GR067,"Ikan terbang, segar",KZGMI-2001,"76,1",98,"19,6","1,7",1,0,"1,6",90,190,"0,6",90,320,"0,1","0,5",39,0,,0,"0,1","0,1",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan terbang, segar",ikan terbang,ikan terbang,,,,,False,False,False,False
GR068,"Ikan teri, segar",KZGPI- 1990,80,74,"10,3","1,4","4,1",0,"4,2",972,253,"3,9",554,"126,1","305,2","0,2",13,0,28,"0,24","0,1","1,9",0,100,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan teri, segar",ikan teri,ikan teri,,,,,False,False,False,False
GR069,"Ikan titang, segar",KZGMI-2001,"78,8",82,"17,4","0,4","2,3",0,"1,1",145,130,"1,8",110,275,"0,1","0,8",581,,,"0,64","0,03","1,5",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan titang, segar",ikan titang,ikan titang,,,,,False,False,False,False
GR070,"Ikan tongkol, segar",KZGMI-2001,"74,7",100,"13,7","1,5",8,0,"2,1",92,606,"1,7",202,227,"0,2","1,6",181,0,,"0,35","0,03","6,6",,100,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan tongkol, segar",ikan tongkol,ikan tongkol,,,,,False,False,False,False
GR071,"Ikan turi, segar",KZGMI-2001,"76,9",96,"19,2",2,"0,2",,"2,1",340,340,"0,8",370,300,"0,1",2,26,,,,,,,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan turi, segar",ikan turi,ikan turi,,,,,False,False,False,False
GR072,"Keong, segar",DABM- 1964,81,64,12,1,2,0,4,217,78,"1,7",231,,"0,37","0,1",0,244,,,,,,46,G,GR,LH,Lauk Hewani,tkpi_main_group,"keong, segar",keong,keong,,,,,False,False,False,False
GR073,"Kepiting, segar",DABM- 1964,"68,1",151,"13,8","3,8","14,1",0,"0,2",210,250,"1,1",,,,,61,,,"0,05",,,0,45,G,GR,LH,Lauk Hewani,tkpi_main_group,"kepiting, segar",kepiting,kepiting,,,,,False,False,False,False
GR074,"Kerang, segar",KZGPI- 1990,"78,2",101,"14,4","2,6","3,9",0,"0,9",321,270,"15,6",,,,,0,,0,"0,01",,,0,100,G,GR,LH,Lauk Hewani,tkpi_main_group,"kerang, segar",kerang,kerang,1/2 gelas,0.5,gelas,90,False,True,False,False
GR075,"Kodok, segar",DABM- 1964,"81,9",73,"16,4","0,3",0,0,"1,4",18,147,"1,1",,,,,0,,,"0,14",,,0,65,G,GR,LH,Lauk Hewani,tkpi_main_group,"kodok, segar",kodok,kodok,,,,,False,False,False,False
GR076,"Kura-kura, segar",DABM- 1964,80,83,"19,1","0,2",0,0,"0,7",27,87,"0,7",,,,,0,,,"0,2",,,0,70,G,GR,LH,Lauk Hewani,tkpi_main_group,"kura-kura, segar",kura-kura,kura-kura,,,,,False,False,False,False
GR077,"Kuro, segar",KZGPI- 1990,"79,9",87,16,"2,2",1,0,"0,9",75,136,1,,,,,6,,0,"0,04",,,0,52,G,GR,LH,Lauk Hewani,tkpi_main_group,"kuro, segar",kuro,kuro,,,,,False,False,False,False
GR078,"Lokan, segar",KZGMI-2001,"80,9",217,11,"1,7","5,1",,"1,3",20,390,"10,9",3,7,"0,2","2,7",,,,"0,45","0,07",,,,G,GR,LH,Lauk Hewani,tkpi_main_group,"lokan, segar",lokan,lokan,,,,,False,False,False,False
GR079,"Rajungan, segar",KZGMI-2001,"80,2",76,"12,1",2,"2,4",0,"2,7",721,214,"2,2",69,192,"1,7","2,9",599,40,,"0,2","0,25","0,2",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"rajungan, segar",rajungan,rajungan,,,,,False,False,False,False
GR080,"Rebon, udang kecil, segar",DABM- 1964,79,81,"16,2","1,2","0,7",0,"2,9",757,292,"2,2",169,"202,9","0,7","1,2",18,0,,"0,04","0,1","2,4",0,100,G,GR,LH,Lauk Hewani,tkpi_main_group,"rebon, udang kecil, segar","rebon, udang kecil","rebon, udang kecil",,,,,False,False,False,False
GR081,Rusip,KZGPI- 1990,"58,5",110,"11,5",2,"11,7",0,"16,3",479,348,"7,1",,,,,0,,0,"0,04",,,0,100,G,GR,LH,Lauk Hewani,tkpi_main_group,rusip,rusip,rusip,,,,,False,False,False,False
GR082,"Udang galah, segar",KZGMI-2001,79,81,"16,5","0,3",3,0,"1,2",87,167,"0,7",95,132,"0,7","1,2",,3,,"0,24","0,03","2,9",,68,G,GR,LH,Lauk Hewani,tkpi_main_group,"udang galah, segar",udang galah,udang galah,,,,,False,False,False,False
GR083,"Udang, besar, segar",KZGMI-2001,"85,5",56,"11,4","0,6","1,2",0,"1,3",30,20,"0,3",190,210,"0,4","0,8",,0,,"0,14",0,"0,1",,68,G,GR,LH,Lauk Hewani,tkpi_main_group,"udang, besar, segar","udang, besar","udang, besar",,,,,False,False,False,False
GR084,"Udang, segar",DABM- 1964,75,91,21,"0,2","0,1",0,"3,7",136,170,8,178,"222,4","0,3","1,3",18,4,,"0,01","0,4","3,7",0,68,G,GR,LH,Lauk Hewani,tkpi_main_group,"udang, segar",udang,udang,,,,,False,False,False,False
GP009,"Ikan cakalang asin, mentah",KZGPI- 1990,"41,7",198,"36,5","2,2","5,5",0,"14,1",236,346,"3,7",4304,"302,1",,,0,,0,"0,06",,,0,70,G,GP,LH,Lauk Hewani,tkpi_main_group,"ikan cakalang asin, mentah",ikan cakalang asin,ikan cakalang asin,1 potong sedang,1.0,potong sedang,20,True,True,False,False
GP039,"Ikan, tepung, mentah",KZGPI- 1990,"4,3",316,"60,1","6,5","22,4",0,"6,7",3196,1976,"16,6",,,,,320,0,0,0,,,0,,G,GP,LH,Lauk Hewani,tkpi_main_group,"ikan, tepung, mentah","ikan, tepung","ikan, tepung",,,,,True,False,True,False
GP040,"Ikan teri nasi, kering, mentah",DABM-60/64,"34,5",144,"32,5","0,6",0,0,"32,4",1000,1000,3,312,,,,61,,,"0,1",,,0,,G,GP,LH,Lauk Hewani,tkpi_main_group,"ikan teri nasi, kering, mentah","ikan teri nasi, kering","ikan teri nasi, kering",,,,,True,False,True,False
GP044,"Ikan teri, tepung, mentah",KZGPI- 1990,"5,2",347,"48,8","6,4","19,6",0,20,4608,1200,"18,6",,,,,61,0,130,"1,12",,,0,,G,GP,LH,Lauk Hewani,tkpi_main_group,"ikan teri, tepung, mentah","ikan teri, tepung","ikan teri, tepung",,,,,True,False,True,False
HR001,"Telur ayam kampung, segar",KZGMI-2001,"73,1",174,"10,8",14,"1,2",0,"0,9",68,268,"4,9",190,141,"0,6","1,5",203,23,125,"0,78","0,62","0,2",,87,H,HR,LH,Lauk Hewani,tkpi_main_group,"telur ayam kampung, segar",telur ayam kampung,telur ayam kampung,,,,,False,False,False,False
HR002,"Telur ayam ras, segar",KZGPI-1990,"74,3",154,"12,4","10,8","0,7",0,"0,8",86,258,3,142,"118,5","0,16",1,61,22,104,"0,12","0,38","0,2",0,89,H,HR,LH,Lauk Hewani,tkpi_main_group,"telur ayam ras, segar",telur ayam ras,telur ayam ras,,,,,False,False,False,False
HR003,"Telur ayam ras, bagian kuning, segar",DABM-1964,"49,4",355,"16,3","31,9","0,7",0,"1,7",147,586,"7,2",111,"107,5","0,2","2,5",606,63,,"0,27","0,51","0,2",0,100,H,HR,LH,Lauk Hewani,tkpi_main_group,"telur ayam ras, bagian kuning, segar","telur ayam ras, bagian kuning","telur ayam ras, bagian kuning",,,,,False,False,False,False
HR004,"Telur ayam ras, bagian putih, segar",DABM-1964,"87,8",50,"10,8",0,"0,8",0,"0,6",6,17,"0,2",164,"138,5","0,03","0,4",0,0,,0,"0,26","0,4",0,100,H,HR,LH,Lauk Hewani,tkpi_main_group,"telur ayam ras, bagian putih, segar","telur ayam ras, bagian putih","telur ayam ras, bagian putih",,,,,False,False,False,False
HR005,"Telur bebek alabio, segar",KZGMI-2001,70,187,"11,8","14,2",3,0,1,60,268,6,115,80,"0,6","1,7",180,437,,"1,55","0,37","0,1",,90,H,HR,LH,Lauk Hewani,tkpi_main_group,"telur bebek alabio, segar",telur bebek alabio,telur bebek alabio,,,,,False,False,False,False
HR006,"Telur bebek, bagian kuning, segar",DABM-1964,47,386,17,35,"0,8",0,"0,2",150,400,7,106,"90,7","0,09","2,5",870,747,,"0,6","0,68","1,4",0,100,H,HR,LH,Lauk Hewani,tkpi_main_group,"telur bebek, bagian kuning, segar","telur bebek, bagian kuning","telur bebek, bagian kuning",,,,,False,False,False,False
HR007,"Telur bebek, bagian putih, segar",DABM-1964,88,54,11,0,"0,8",0,"0,2",21,20,"0,1",184,"150,2","0,13","0,1",0,0,,"0,01","0,02","0,1",0,100,H,HR,LH,Lauk Hewani,tkpi_main_group,"telur bebek, bagian putih, segar","telur bebek, bagian putih","telur bebek, bagian putih",,,,,False,False,False,False
HR008,"Telur bebek tambak, segar",KZGMI-2001,"67,7",187,"10,9","12,4","7,9",0,"1,1",64,295,"5,4",209,146,"0,4","1,8",378,471,375,"1,62","0,03","0,1",,90,H,HR,LH,Lauk Hewani,tkpi_main_group,"telur bebek tambak, segar",telur bebek tambak,telur bebek tambak,,,,,False,False,False,False
HR009,"Telur burung maleo, segar",KZGMI-2001,36,436,"26,5","36,3","0,4",,"0,8",154,120,"4,3",77,333,"0,4","2,9",3987,,,,1,"0,2",,,H,HR,LH,Lauk Hewani,tkpi_main_group,"telur burung maleo, segar",telur burung maleo,telur burung maleo,,,,,False,False,False,False
HR010,"Telur penyu, segar",KZGMI-2001,"77,4",136,"8,6","10,1","2,7",0,"1,2",66,282,"3,4",478,115,"0,5","1,4",82,17,,"0,21","0,02",0,0,90,H,HR,LH,Lauk Hewani,tkpi_main_group,"telur penyu, segar",telur penyu,telur penyu,,,,,False,False,False,False
HR011,"Telur burung puyuh, segar",FCTEA-1972,"79,8",116,"10,7",7,"1,6",0,"0,9",65,191,"3,5",111,11,"0,05","1,2",95,80,,"0,13","0,65","0,1",0,100,H,HR,LH,Lauk Hewani,tkpi_main_group,"telur burung puyuh, segar",telur burung puyuh,telur burung puyuh,,,,,False,False,False,False
JR001,"Kepala susu - krim, segar",DABM-1964,"72,5",204,"2,6",20,4,0,"0,9",97,77,"0,1",,,,,252,191,,"0,03","0,2","0,1",1,100,J,JR,SS,Susu,tkpi_main_group,"kepala susu - krim, segar",kepala susu - krim,kepala susu - krim,,,,,False,False,False,False
JR002,Susu ibu - ASI,FCTEA-1972,"88,1",62,"1,5","3,2",7,0,"0,2",34,20,"0,2",15,41,"0,01","0,4",,7,,"0,01","0,03","0,2",,100,J,JR,SS,Susu,tkpi_main_group,susu ibu - asi,susu ibu - asi,susu ibu - asi,,,,,False,False,False,False
JR003,"Susu kambing, segar",DABM-1964,"85,9",64,"4,3","2,3","6,6",0,"0,9",98,78,"2,7",35,160,"0,33","0,1",38,0,,"0,06","0,45","0,3",1,100,J,JR,SS,Susu,tkpi_main_group,"susu kambing, segar",susu kambing,susu kambing,3/4 gelas,0.75,gelas,185,False,True,False,False
JR004,"Susu kerbau, segar",DABM-1964,"73,8",160,"6,3",12,"7,1",,"0,8",216,101,"0,2",82,,,"0,3",24,,,"0,04","0,07",,1,100,J,JR,SS,Susu,tkpi_main_group,"susu kerbau, segar",susu kerbau,susu kerbau,1/2 gelas,0.5,gelas,100,False,True,False,False
JR005,"Susu kuda, segar",FCTEA-1972,91,40,2,"1,1","5,4",0,"0,4",,,,,"37,4",0,0,,1,,0,"0,2","0,2",,100,J,JR,SS,Susu,tkpi_main_group,"susu kuda, segar",susu kuda,susu kuda,,,,,False,False,False,False
JR006,"Susu sapi, segar",DABM-1964,"88,3",61,"3,2","3,5","4,3",0,"0,7",143,60,"1,7",36,149,"0,02","0,3",39,12,,"0,03","0,18","0,2",1,100,J,JR,SS,Susu,tkpi_main_group,"susu sapi, segar",susu sapi,susu sapi,1 gelas,1.0,gelas,200,False,True,False,False
KR001,"Kelapa setengah tua, daging, segar",DABM-1964,70,180,4,15,10,"2,4",1,8,55,"1,3",4,"317,7","0,29","2,9",,0,10,"0,05","0,01","0,11",4,53,K,KR,NAN,,unmapped,"kelapa setengah tua, daging, segar","kelapa setengah tua, daging","kelapa setengah tua, daging",,,,,False,False,False,False
KR002,"Kelapa tua, daging, segar",DABM-1964,"46,9",359,"3,4","34,7",14,"4,7",1,21,98,2,3,"293,9","0,44","1,1",0,0,,"0,1",0,0,2,53,K,KR,NAN,,unmapped,"kelapa tua, daging, segar","kelapa tua, daging","kelapa tua, daging",,,,,False,False,False,False
KR003,Lemak babi  (lard),DABM-1964,0,902,0,100,0,0,0,0,0,0,0,0,9,"0,1",0,0,,0,0,0,0,100,K,KR,M,Minyak / Lemak,keyword_rule,lemak babi (lard),lemak babi (lard),lemak babi (lard),,,,,False,False,False,False
KR004,Lemak babi (bacon),DABM-1964,20,626,"9,1",65,"1,1",0,"4,8",13,108,"0,8",0,0,0,"0,9",0,0,,"0,38",0,0,0,100,K,KR,M,Minyak / Lemak,keyword_rule,lemak babi (bacon),lemak babi (bacon),lemak babi (bacon),,,,,False,False,False,False
KR005,Lemak ikan,KZGMI-2001,"43,3",372,12,"29,4","14,4",0,"0,3",20,230,"32,7",60,52,"0,4","1,1",,,,"0,49","0,13",,,100,K,KR,M,Minyak / Lemak,keyword_rule,lemak ikan,lemak ikan,lemak ikan,,,,,False,False,False,False
