food_code,food_name,source,water_g_100g,energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,ash_g_100g,calcium_mg_100g,phosphorus_mg_100g,iron_mg_100g,sodium_mg_100g,potassium_mg_100g,copper_mg_100g,zinc_mg_100g,retinol_mcg_100g,beta_carotene_mcg_100g,carotene_total_mcg_100g,thiamin_mg_100g,riboflavin_mg_100g,niacin_mg_100g,vitamin_c_mg_100g,bdd_percent,tkpi_main_group,tkpi_group_code,category_code,category_name,category_source,food_name_clean,food_name_match,food_name_match_original,urt,urt_qty,urt_unit,gram_per_portion,food_name_std
ER062,"Mangga manalagi, segar",KZGMI-2001,67,133,1,"0,1","32,1","11,8","0,3",20,23,1,70,161,0,0,0,,,,,"0,6",61,65,E,ER,B,Buah,tkpi_main_group,mangga manalagi,mangga manalagi,mangga manalagi,,,,,mangga manalagi
ER063,"Mangga muda, segar",DABM-1964,84,59,"0,5","0,4","15,1",,"0,3",12,11,"0,4",2,"108,2","0,05","0,1",,,85,,,"0,4",2,73,E,ER,B,Buah,tkpi_main_group,mangga muda,mangga muda,mangga muda,,,,,mangga muda
ER064,"Manggis, segar",DABM-1964,83,63,"0,6","0,6","15,6","1,5","0,2",8,12,"0,8",10,"61,9","0,1","0,1",,0,0,"0,03","0,03","0,3",5,29,E,ER,B,Buah,tkpi_main_group,manggis,manggis,manggis,2 buah sedang,2.0,buah sedang,80,manggis
ER065,"Markisa, segar",KZGPI- 1990,65,144,"3,5","1,2","29,8","11,4","0,8",27,203,"1,4",37,"453,8","0,11","0,1",0,969,691,"0,02","0,17",2,10,48,E,ER,B,Buah,tkpi_main_group,markisa,markisa,markisa,¾ buah sedang,0.75,buah sedang,35,markisa
ER066,"Matoa, segar",KZGMI-2001,77,90,"1,2","0,1","21,1","0,5","1,1",20,40,"0,6",10,190,"0,3","0,6",,2,,"0,18","0,09","0,5",54,40,E,ER,B,Buah,tkpi_main_group,matoa,matoa,matoa,,,,,matoa
ER067,"Melon, segar",BKP,91,37,"0,6","0,4","7,8",1,"0,5",12,14,"0,4",27,167,"0,3","0,1",,1,0,"0,02","0,1",0,0,"58,1",E,ER,B,Buah,tkpi_main_group,melon,melon,melon,1 potong,1.0,potong,90,melon
ER068,"Menteng, segar",DABM-1964,79,65,"1,7","0,3","16,1",,"2,9",13,20,"0,8",,,,,,,0,0,,,,64,E,ER,B,Buah,tkpi_main_group,menteng,menteng,menteng,,,,,menteng
ER069,"Nanas palembang, segar",KZGMI-2001,86,58,"0,7","0,2","13,3","1,6","0,3",29,15,"0,6",7,117,"0,03","0,1",,17,,"0,26","0,03","0,2",11,53,E,ER,B,Buah,tkpi_main_group,nanas palembang,nanas palembang,nanas palembang,,,,,nanas palembang
ER070,"Nanas, segar",KZGPI- 1990,89,40,"0,6","0,3","9,9","0,6","0,3",22,14,"0,9",18,111,"0,03","0,1",0,17,90,"0,02","0,04","0,2",22,53,E,ER,B,Buah,tkpi_main_group,nanas,nanas,nanas,,,,,nanas
ER071,"Nangka masak pohon, segar",DABM-1964,70,106,"1,2","0,3","27,6","3,7","2,7",20,19,"0,9",2,407,"246,58","1,4",,149,330,"0,07","0,1",1,7,28,E,ER,B,Buah,tkpi_main_group,nangka masak pohon,nangka masak pohon,nangka masak pohon,,,,,nangka masak pohon
ER072,"Pala, daging, segar",DABM-1964,88,42,"0,3","0,2","10,9","0,5","0,5",32,24,"1,5",,,,,,,29,,,,22,30,E,ER,B,Buah,tkpi_main_group,"pala, daging","pala, daging","pala, daging",,,,,"pala, daging"
ER073,"Pepaya, segar",DABM-1964,87,46,"0,5","0,1","12,2","1,6","0,6",23,12,"1,7",4,221,"0,02","0,3",,1038,365,"0,04","0,06","0,4",78,75,E,ER,B,Buah,tkpi_main_group,pepaya,pepaya,pepaya,1 potong besar,1.0,potong besar,100-190,pepaya
ER074,"Pisang ambon, segar",KZGMI-2001,73,108,1,"0,8","24,3","1,9",1,20,30,"0,2",10,"356,3","0,2","0,2",,37,,"0,05","0,11","0,1",9,75,E,ER,B,Buah,tkpi_main_group,pisang ambon,pisang ambon,pisang ambon,1 buah sedang,1.0,buah sedang,50,pisang ambon
ER075,"Pisang angleng (pisang ampyang), segar",DABM-1964,80,68,"1,3","0,2","17,2","0,8",1,10,26,"0,6",23,"215,7","0,04",0,,9,76,"0,08","0,05","2,5",6,75,E,ER,B,Buah,tkpi_main_group,pisang angleng (pisang ampyang),pisang angleng (pisang ampyang),pisang angleng (pisang ampyang),,,,,pisang angleng (pisang ampyang)
ER076,"Pisang ayam, segar",KZGMI-2001,71,120,"1,1","0,2","26,8","4,1","0,7",20,61,"0,4",6,392,"0,1","0,3",,24,,"0,1","0,02",1,26,75,E,ER,B,Buah,tkpi_main_group,pisang ayam,pisang ayam,pisang ayam,,,,,pisang ayam
ER077,"Pisang gapi, segar",KZGMI-2001,66,131,"1,6","0,1","31,1","11,7",1,58,40,"0,3",6,392,"0,13","0,3",,13,,"0,18","0,02","0,3",13,75,E,ER,B,Buah,tkpi_main_group,pisang gapi,pisang gapi,pisang gapi,,,,,pisang gapi
ER078,"Pisang goroho, segar",KZGMI-2001,69,119,"1,5","0,2","27,9","4,6",1,2,30,"0,2",36,359,"0,13","0,3",,11,,"0,15","0,02","1,1",10,75,E,ER,B,Buah,tkpi_main_group,pisang goroho,pisang goroho,pisang goroho,,,,,pisang goroho
ER079,"Pisang hijau, segar",KZGPI- 1990,69,121,1,"0,1","28,9","0,4","1,1",9,37,"0,9",31,"529,4","0,28","0,6",,48,1000,"0,13","0,06",0,13,72,E,ER,B,Buah,tkpi_main_group,pisang hijau,pisang hijau,pisang hijau,,,,,pisang hijau
ER080,"Pisang kayu, segar",KZGMI-2001,74,100,"1,4","0,5","23,6","2,6","0,6",15,0,"0,1",1,493,"0,08","0,3",,3,,"0,1",0,"0,6",11,75,E,ER,B,Buah,tkpi_main_group,pisang kayu,pisang kayu,pisang kayu,,,,,pisang kayu
ER081,"Pisang kepok, segar",KZGMI-2001,72,109,"0,8","0,5","26,3","5,7",1,10,30,"0,5",10,300,"0,1","0,2",,0,,"0,1",0,"0,1",9,75,E,ER,B,Buah,tkpi_main_group,pisang kepok,pisang kepok,pisang kepok,1 buah,1.0,buah,45,pisang kepok
ER082,"Pisang ketip, segar",KZGMI-2001,63,145,"1,1","0,3","34,5","6,6","0,7",5,54,"0,1",4,726,"0,15","0,5",,3,,"0,13","0,02","0,8",95,75,E,ER,B,Buah,tkpi_main_group,pisang ketip,pisang ketip,pisang ketip,,,,,pisang ketip
ER083,"Pisang kidang, segar",KZGPI- 1990,75,96,1,"0,2","22,5","0,6","0,9",87,173,"0,6",6,"418,8","0,22","0,5",,38,58,"0,04","0,1","0,9",2,70,E,ER,B,Buah,tkpi_main_group,pisang kidang,pisang kidang,pisang kidang,,,,,pisang kidang
ER084,"Pisang lampung, segar",DABM-1964,72,99,"1,3","0,2","25,6","4,3","0,8",10,19,"0,9",28,475,"0,25",,,43,,"0,07","0,12",1,4,75,E,ER,B,Buah,tkpi_main_group,pisang lampung,pisang lampung,pisang lampung,,,,,pisang lampung
ER085,"Pisang mas bali ampenan, segar",KZGMI-2001,77,92,"1,4","0,2",21,"3,7","0,5",7,29,"1,2",32,272,"0,18",,,14,,"0,09","0,03","0,6",11,75,E,ER,B,Buah,tkpi_main_group,pisang mas bali ampenan,pisang mas bali ampenan,pisang mas bali ampenan,,,,,pisang mas bali ampenan
ER086,"Pisang mas bali kopang, segar",KZGMI-2001,64,127,"1,4","0,2","31,8","3,7","2,4",10,0,"0,1",43,616,"0,12",,,21,,"0,21","0,05","0,9",17,75,E,ER,B,Buah,tkpi_main_group,pisang mas bali kopang,pisang mas bali kopang,pisang mas bali kopang,,,,,pisang mas bali kopang
ER087,"Pisang mas, segar",DABM-1964,64,127,"1,4","0,2","33,6","1,4","0,6",7,25,"0,8",42,392,"195,78",,,17,,"0,09","0,08","4,5",2,85,E,ER,B,Buah,tkpi_main_group,pisang mas,pisang mas,pisang mas,2 buah,2.0,buah,40,pisang mas
ER088,"Pisang raja sereh, segar",KZGPI- 1990,69,108,"1,3","0,3","28,2","0,7",1,16,38,"0,1",31,"522,6","0,27",,,48,,"0,02","0,08","1,1",2,86,E,ER,B,Buah,tkpi_main_group,pisang raja sereh,pisang raja sereh,pisang raja sereh,,,,,pisang raja sereh
ER089,"Pisang raja, segar",DABM-1964,66,120,"1,2","0,2","31,8","5,3",1,10,22,"0,8",35,"582,2","0,31",,,53,,"0,06","0,14","1,2",10,70,E,ER,B,Buah,tkpi_main_group,pisang raja,pisang raja,pisang raja,2 buah kecil,2.0,buah kecil,40,pisang raja
ER090,"Pisang rotan, segar",KZGPI- 1990,76,98,"1,3","1,2","20,5",1,"0,9",17,51,"1,1",24,"406,9","0,21",,,37,,"0,01","0,1","0,9",2,56,E,ER,B,Buah,tkpi_main_group,pisang rotan,pisang rotan,pisang rotan,,,,,pisang rotan
ER091,"Pisang talas, segar",KZGMI-2001,71,113,"1,2","0,2","26,7","4,4","0,9",22,22,"0,6",29,48,"0,26",,,159,,"0,12","0,03",1,9,75,E,ER,B,Buah,tkpi_main_group,pisang talas,pisang talas,pisang talas,,,,,pisang talas
ER092,Pisang tujuh bulan,KZGMI-2001,76,94,"0,6","0,2","22,5","3,7","0,8",50,20,"0,2",0,4,"0,1",,,72,,"0,03","0,03","0,3",6,75,E,ER,B,Buah,tkpi_main_group,pisang tujuh bulan,pisang tujuh bulan,pisang tujuh bulan,,,,,pisang tujuh bulan
ER093,"Pisang ua, segar",KZGMI-2001,68,128,"0,8","0,5","30,2","8,1","0,7",12,28,"0,7",33,382,"0,2",,,5,,"0,09","0,01","1,2",4,75,E,ER,B,Buah,tkpi_main_group,pisang ua,pisang ua,pisang ua,,,,,pisang ua
ER094,"Pisang uli, segar",KZGPI- 1990,62,134,"1,1","0,5","35,5","1,4","1,1",31,53,"0,9",39,"650,3","0,34",,,59,,"0,11","0,16","1,4",3,77,E,ER,B,Buah,tkpi_main_group,pisang uli,pisang uli,pisang uli,,,,,pisang uli
ER095,"Purut, segar",KZGPI- 1990,81,76,"4,1","1,1","15,2","1,7","1,4",30,76,"0,6",10,"285,2",,,,27,,"0,01","0,11",0,0,34,E,ER,B,Buah,tkpi_main_group,purut,purut,purut,,,,,purut
ER096,"Rambutan binjai, segar",KZGMI-2001,81,76,"0,5","0,2",18,"3,8","0,3",15,22,"1,2",22,120,"0,2",,,0,,"0,19","0,01","0,4",13,40,E,ER,B,Buah,tkpi_main_group,rambutan binjai,rambutan binjai,rambutan binjai,,,,,rambutan binjai
ER097,"Rambutan, segar",DABM-1964,81,69,"0,9","0,1","18,1","0,8","0,4",16,16,"0,5",16,"104,2","0,17",,,0,,0,"0,07","0,5",58,40,E,ER,B,Buah,tkpi_main_group,rambutan,rambutan,rambutan,8 buah,8.0,buah,75,rambutan
ER098,"Salak bali, segar",KZGPI- 1990,85,57,"0,5","0,1","13,6","1,3","0,7",94,25,"2,1",,,"0,08",,,3,,0,,,0,93,E,ER,B,Buah,tkpi_main_group,salak bali,salak bali,salak bali,,,,,salak bali
ER099,"Salak medan, segar",KZGMI-2001,78,55,"0,4","0,2","12,8","3,2","8,5",6,46,"0,5",39,113,"0,2",,,4,,"0,04","0,03",,58,93,E,ER,B,Buah,tkpi_main_group,salak medan,salak medan,salak medan,,,,,salak medan
ER100,"Salak pondoh, segar",KZGPI- 1990,78,87,"0,8","0,4","20,1",0,"0,8",38,31,"3,9",,,"0,08",,,,,0,"0,12","0,1",8,59,E,ER,B,Buah,tkpi_main_group,salak pondoh,salak pondoh,salak pondoh,,,,,salak pondoh
ER101,"Salak, segar",DABM-1964,78,77,"0,4",,"20,9",,"0,7",28,18,"4,2",,,"0,08",,,4,,"0,04",,,2,93,E,ER,B,Buah,tkpi_main_group,salak,salak,salak,2 buah sedang,2.0,buah sedang,65,salak
ER102,"Sawo duren, segar",KZGPI- 1990,87,64,1,"3,1",8,"0,8","0,6",18,45,"0,8",13,"111,4","0,02",,,0,,"0,01","0,02","0,1",1,64,E,ER,B,Buah,tkpi_main_group,sawo duren,sawo duren,sawo duren,,,,,sawo duren
ER103,"Sawo kecik, segar",KZGPI- 1990,74,111,"0,9","2,3","21,6",1,"1,4",20,185,"0,7",28,"117,8","0,04",,,119,,0,"0,04","1,5",19,83,E,ER,B,Buah,tkpi_main_group,sawo kecik,sawo kecik,sawo kecik,,,,,sawo kecik
ER104,"Sawo manila, segar",DABM-1964,76,92,"0,5","1,1","22,4","9,5","0,5",25,12,1,26,"110,2","0,04",,,111,,"0,01","0,04","1,4",21,79,E,ER,B,Buah,tkpi_main_group,sawo manila,sawo manila,sawo manila,,,,,sawo manila
ER105,"Semangka, segar",DABM-1964,92,28,"0,5","0,2","6,9","0,4","0,3",7,12,"0,2",7,"93,8","0,04",,,315,,"0,05","0,05","0,3",6,46,E,ER,B,Buah,tkpi_main_group,semangka,semangka,semangka,2 potong sedang,2.0,potong sedang,180,semangka
ER106,"Sirsak, segar",DABM-1964,82,65,1,"0,3","16,3","3,2","0,7",14,27,"0,6",2,"298,9","0,08",1,,8,10,"0,07","0,08","0,7",20,68,E,ER,B,Buah,tkpi_main_group,sirsak,sirsak,sirsak,½ gelas,0.5,gelas,60,sirsak
ER107,"Sowa, segar",KZGMI-2001,88,48,"1,6","0,6","9,1","4,5",10,50,40,"0,3",9,0,"0,1","1,5",0,364,,"0,15","0,23","0,2",4,,E,ER,B,Buah,tkpi_main_group,sowa,sowa,sowa,,,,,sowa
ER108,"Srikaya, segar",KZGPI- 1990,83,63,"1,1","0,5","13,9","2,1","1,1",127,30,"2,7",,,,,0,,31,"0,08",,,28,48,E,ER,B,Buah,tkpi_main_group,srikaya,srikaya,srikaya,2 buah besar,2.0,buah besar,50,srikaya
ER109,"Sukun muda, segar",KZGPI- 1990,69,119,"1,4","0,2","28,1","1,4",1,24,44,"1,4",24,"414,4","0,09","0,1",,28,4896,"0,17","0,17","3,7",52,84,E,ER,B,Buah,tkpi_main_group,sukun muda,sukun muda,sukun muda,,,,,sukun muda
ER110,"Sukun tua, segar",KZGPI- 1990,68,126,"1,6","0,2","24,5","1,5",1,37,47,"1,6",25,436,"0,09","0,1",,30,2000,"0,18","0,17","3,9",58,88,E,ER,B,Buah,tkpi_main_group,sukun tua,sukun tua,sukun tua,,,,,sukun tua
ER111,"Vigus, segar",KZGMI-2001,88,44,"2,4","0,1","8,3",,"1,2",30,20,"0,3",2,180,"0,1","0,2",,,,"0,26","0,01",,43,,E,ER,B,Buah,tkpi_main_group,vigus,vigus,vigus,,,,,vigus
ER112,"Wani, segar",KZGPI- 1990,81,74,"0,8","0,3","17,1","3,1","0,6",66,29,"1,2",,,,,,,32,"0,08",,,80,77,E,ER,B,Buah,tkpi_main_group,wani,wani,wani,,,,,wani
EP001,Barongko,KZGMI-2001,67,159,"3,1","5,8","23,5",,"0,7",35,65,"1,2",46,78,"0,3","0,6",,,,,,,,100,E,EP,B,Buah,tkpi_main_group,barongko,barongko,barongko,,,,,barongko
EP002,Dodol nanas,KZGMI-2001,16,338,"1,5","1,2","80,3",,"0,9",,,,,,,,,,,"0,3",,,8,100,E,EP,B,Buah,tkpi_main_group,dodol nanas,dodol nanas,dodol nanas,,,,,dodol nanas
EP003,Getuk pisang,KZGPI- 1990,64,144,"1,1","0,4","34,1","0,4","0,7",48,32,1,,,,,,,1240,"0,55",,,0,100,E,EP,B,Buah,tkpi_main_group,getuk pisang,getuk pisang,getuk pisang,,,,,getuk pisang
EP004,Keripik lampung,KZGPI- 1990,5,485,"1,7","22,2","69,7","0,6","1,5",43,65,"0,8",,,,,,,1464,"0,34",,,0,100,E,EP,B,Buah,tkpi_main_group,keripik lampung,keripik lampung,keripik lampung,,,,,keripik lampung
EP005,Ledre pisang,KZGPI- 1990,4,405,"4,8","5,1","84,9","0,4","1,6",59,124,"2,6",,,,,,4,7330,"0,41",,,0,100,E,EP,B,Buah,tkpi_main_group,ledre pisang,ledre pisang,ledre pisang,,,,,ledre pisang
EP006,Lempog durian,KZGPI- 1990,25,320,"3,5","5,7","63,7","4,9","1,9",190,93,"2,5",,,,,,,,"0,05","0,04",,,100,E,EP,B,Buah,tkpi_main_group,lempog durian,lempog durian,lempog durian,,,,,lempog durian
EP007,Loka anjoro,KZGMI-2001,63,163,"1,1","4,3",30,,"1,3",,,,,,,,,,,,,,,100,E,EP,B,Buah,tkpi_main_group,loka anjoro,loka anjoro,loka anjoro,,,,,loka anjoro
EP008,Rica-rica taipa,KZGMI-2001,87,49,"1,6","0,3",10,,"1,4",11,48,3,426,42,"0,5","0,5",,13,,"0,18",,,15,100,E,EP,B,Buah,tkpi_main_group,rica-rica taipa,rica-rica taipa,rica-rica taipa,,,,,rica-rica taipa
EP009,Rujak aceh,KZGMI-2001,79,82,"0,4","0,3","19,7","2,4","0,9",,,,,,,,,10,,"0,22","0,03",,42,100,E,EP,B,Buah,tkpi_main_group,rujak aceh,rujak aceh,rujak aceh,,,,,rujak aceh
EP010,Sale kesemek,KZGMI-2001,25,296,"1,1","0,6","71,4",,"1,8",,,,,,,,,,,,,,3,100,E,EP,B,Buah,tkpi_main_group,sale kesemek,sale kesemek,sale kesemek,,,,,sale kesemek
EP011,Sale pisang siam,KZGPI- 1990,29,281,"2,4","0,7","66,1",1,2,41,64,"1,2",,,,,,,272,"0,1",,,0,100,E,EP,B,Buah,tkpi_main_group,sale pisang siam,sale pisang siam,sale pisang siam,,,,,sale pisang siam
EP012,"Sale pisang, cilacap",KZGPI- 1990,27,295,"2,3","2,1","66,9","1,3","1,7",47,97,"2,8",,,,,,,296,"0,14",,,,100,E,EP,B,Buah,tkpi_main_group,"sale pisang, cilacap","sale pisang, cilacap","sale pisang, cilacap",,,,,"sale pisang, cilacap"
EP013,Sanggara belanda,KZGMI-2001,47,242,"6,4","7,1","38,2",,"1,2",,,,,,,,,,,,,,,100,E,EP,B,Buah,tkpi_main_group,sanggara belanda,sanggara belanda,sanggara belanda,,,,,sanggara belanda
EP014,Tepung Pisang,BKP,14,338,"2,9","0,4","80,6","5,3","2,1",23,62,4,18,734,"0,1","0,5",,13,1,"0,02","0,02",1,2,100,E,EP,B,Buah,tkpi_main_group,tepung pisang,tepung pisang,tepung pisang,,,,,tepung pisang
EP015,Tepung Sukun,BKP,10,353,"2,9","0,5","84,4","3,7","2,1",100,85,"4,6",9,2008,"0,1","0,6",,0,0,"0,4","0,02","0,1",3,100,E,EP,B,Buah,tkpi_main_group,tepung sukun,tepung sukun,tepung sukun,,,,,tepung sukun
FR001,"Anak sapi, daging, gemuk, segar",DABM-1964,62,184,"18,8",14,0,0,"5,2",10,200,"2,2",118,"490,1","0,17","3,3",12,,,,,7,,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"anak sapi, daging, gemuk",daging sapi,"anak sapi, daging, gemuk",1 potong sedang,1.0,potong sedang,35,"anak sapi, daging, gemuk"
FR002,"Anak sapi, daging, kurus, segar",DABM-1964,69,174,"19,6",10,0,0,"1,4",11,201,"2,9",96,"399,8","0,14","2,7",6,,,,,"5,7",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"anak sapi, daging, kurus",daging sapi,"anak sapi, daging, kurus",1 potong sedang,1.0,potong sedang,35,"anak sapi, daging, kurus"
FR003,"Anak sapi, daging, sedang, segar",DABM-1964,68,190,"19,1",12,0,0,"0,9",11,193,"2,9",99,"412,7","0,14","2,8",12,,,,,"5,9",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"anak sapi, daging, sedang",daging sapi,"anak sapi, daging, sedang",1 potong sedang,1.0,potong sedang,35,"anak sapi, daging, sedang"
FR004,"Angsa, daging, segar",DABM-1964,"51,1",349,"16,4","31,5",0,0,1,15,188,"1,8",71,"299,2","0,26","1,7",273,,,,,"7,11",0,60,F,FR,LH,Lauk Hewani,tkpi_main_group,"angsa, daging","angsa, daging","angsa, daging",,,,,"angsa, daging"
FR005,"Ayam, daging, segar",DABM-1964,"55,9",298,"18,2",25,0,0,"0,9",14,200,"1,5",109,"385,9","0,11","0,6",245,,,,,"10,4",0,58,F,FR,LH,Lauk Hewani,tkpi_main_group,"ayam, daging",daging ayam,"ayam, daging",1 potong sedang,1.0,potong sedang,40,"ayam, daging"
FR006,"Ayam, dideh/darah, segar",DABM-1964,82,75,"13,8","1,9","0,7",0,"1,6",15,9,"1,3",337,234,,,15,,,,,"0,6",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"ayam, dideh/darah","ayam, dideh darah","ayam, dideh darah",,,,,"ayam, dideh/darah"
FR007,"Ayam, hati, segar",KZGMS-1993,"53,4",261,"27,4","16,1","1,6",0,"1,5",118,373,"15,8",1068,"22,9","0,84",0,4957,,28000,,,"4,11",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"ayam, hati","ayam, hati","ayam, hati",,,,,"ayam, hati"
FR008,"Babi, daging, gemuk,segar",DABM-1964,42,453,"11,9",45,0,0,"1,1",7,117,"1,8",112,"819,3","0,22","0,4",0,,,,,"5,9",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"babi, daging, gemuk,segar","babi, daging, gemuk","babi, daging, gemuk",,,,,"babi, daging, gemuk,segar"
FR009,"Babi, daging, kurus, segar",DABM-1964,50,371,"14,1",35,0,0,"0,9",8,151,"2,1",97,"706,3","0,19","0,4",0,,,,,"5,4",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"babi, daging, kurus","babi, daging, kurus","babi, daging, kurus",,,,,"babi, daging, kurus"
FR010,"Babi, ginjal, segar",DABM-1964,"77,1",110,"16,3","4,6","0,8",0,"1,2",11,246,8,139,390,"0,71","3,2",39,,,,,"9,1",13,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"babi, ginjal","babi, ginjal","babi, ginjal",,,,,"babi, ginjal"
FR011,"Babi, hati, segar",DABM-1964,"72,3",129,"19,7","4,8","1,7",0,"1,5",10,362,18,110,447,"0,58","0,1",4303,,,,,"5,7",23,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"babi, hati","babi, hati","babi, hati",,,,,"babi, hati"
FR012,"Bebek (itik), daging, segar",DABM-1964,"54,3",321,16,"28,6",0,0,"1,1",15,188,"1,8",54,199,"0,21","1,2",273,,,,,"4,3",0,60,F,FR,LH,Lauk Hewani,tkpi_main_group,"bebek (itik), daging","bebek (itik), daging","bebek (itik), daging",,,,,"bebek (itik), daging"
FR013,"Bebek alabio, daging, segar",KZGMI-2001,57,303,"11,3",27,"3,7",0,1,20,293,"4,8",50,260,"0,7",2,,,,,,"4,1",,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"bebek alabio, daging","bebek alabio, daging","bebek alabio, daging",,,,,"bebek alabio, daging"
FR014,"Belibis, daging, segar",KZGMI-2001,"71,3",131,"20,2","4,3","2,8",0,"1,4",8,192,"9,6",46,104,"1,2","1,6",,,,,,"2,7",,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"belibis, daging","belibis, daging","belibis, daging",,,,,"belibis, daging"
FR015,"Burung, sarang, segar",DABM-1964,"24,8",281,"37,5","0,3","32,1",,"5,3",485,18,3,,,,,0,,,,,,0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"burung, sarang","burung, sarang","burung, sarang",,,,,"burung, sarang"
FR016,"Domba, daging, gemuk, segar",DABM-1964,"55,8",317,"15,7","27,7",0,0,"0,8",9,157,"2,4",64,"242,1","0,11","3,7",0,,,,,"6,5",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"domba, daging, gemuk","domba, daging, gemuk","domba, daging, gemuk",,,,,"domba, daging, gemuk"
FR017,"Domba, daging, kurus,  segar",DABM-1964,"66,3",202,"17,1","14,8",0,0,"1,8",10,191,"2,6",90,355,"0,08","2,8",0,,,,,"5,7",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"domba, daging, kurus,  segar","domba, daging, kurus","domba, daging, kurus",,,,,"domba, daging, kurus,  segar"
FR018,"Domba, ginjal, segar",DABM-1964,"77,8",100,"16,6","3,3",1,0,"1,3",13,237,"9,2",155,276,"0,48","2,4",348,,,,,"7,5",13,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"domba, ginjal","domba, ginjal","domba, ginjal",,,,,"domba, ginjal"
FR019,"Kambing, daging, segar",DABM-1964,"70,3",149,"16,6","9,2",0,0,"3,9",11,124,1,96,"268,7","0,31","4,9",0,,,,,5,0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"kambing, daging","kambing, daging","kambing, daging",,,,,"kambing, daging"
FR020,"Kelinci, daging, segar",FCTEA-1972,"74,3",142,"16,9","7,8",0,0,1,7,350,1,49,"371,1",,,0,,0,,,"6,8",,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"kelinci, daging","kelinci, daging","kelinci, daging",,,,,"kelinci, daging"
FR021,"Kerbau, daging, segar",DABM-1964,80,79,"18,7","0,5",0,0,"0,8",14,221,"3,3",91,273,"0,13","1,6",,,,,,5,0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"kerbau, daging","kerbau, daging","kerbau, daging",,,,,"kerbau, daging"
FR022,"Kuda, daging, segar",DABM-1964,76,113,"18,1","4,1","0,9",0,"0,9",10,150,"2,7",46,"315,7","0,13","2,5",0,,,,,3,0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"kuda, daging","kuda, daging","kuda, daging",,,,,"kuda, daging"
FR023,"Sapi, babat, segar",DABM-1964,"76,7",108,"17,6","4,2",0,0,"1,5",12,144,1,147,"101,4","0,11","2,2",0,,,,,"1,7",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, babat","sapi, babat","sapi, babat",,,,,"sapi, babat"
FR024,"Sapi, daging, gemuk, segar",DABM-1964,60,273,"17,5",22,0,0,"0,5",10,150,"2,6",93,267,"0,17","6,4",12,,,,,"7,3",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, daging, gemuk",daging sapi,"sapi, daging, gemuk",1 potong sedang,1.0,potong sedang,35,"sapi, daging, gemuk"
FR025,"Sapi, daging, kurus, segar",DABM-1964,69,174,"19,6",10,0,0,"1,4",11,181,"2,9",83,489,"0,07","4,9",6,,,,,"1,2",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, daging, kurus",daging sapi,"sapi, daging, kurus",1 potong sedang,1.0,potong sedang,35,"sapi, daging, kurus"
FR026,"Sapi, daging, lemak sedang, segar",DABM-1964,66,201,"18,8",14,0,0,"1,2",11,170,"2,8",105,378,"4,58","5,2",9,,,,,"1,3",0,100,F,FR,M,Minyak / Lemak,keyword_rule,"sapi, daging, lemak sedang",daging sapi,"sapi, daging, lemak sedang",,,,,"sapi, daging, lemak sedang"
FR027,"Sapi, daleman, segar",KZGMI-2001,"70,1",183,12,"14,4","1,4",0,"2,1",43,319,"1,8",277,160,"0,1","0,8",,,,,,"8,4",,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, daleman","sapi, daleman","sapi, daleman",,,,,"sapi, daleman"
FR028,"Sapi, dideh/darah",DABM-1964,"75,6",98,"21,9","1,1",0,0,"1,4",7,24,"1,3",150,170,,"0,2",15,,,,,"0,9",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, dideh/darah","sapi, dideh darah","sapi, dideh darah",,,,,"sapi, dideh/darah"
FR029,"Sapi, ginjal, segar",DABM-1964,"74,9",137,15,"8,1","0,9",0,"1,1",9,221,"7,9",200,"230,2",,,348,,,,,"6,1",13,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, ginjal","sapi, ginjal","sapi, ginjal",,,,,"sapi, ginjal"
