food_code,food_name,source,water_g_100g,energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,ash_g_100g,calcium_mg_100g,phosphorus_mg_100g,iron_mg_100g,sodium_mg_100g,potassium_mg_100g,copper_mg_100g,zinc_mg_100g,retinol_mcg_100g,beta_carotene_mcg_100g,carotene_total_mcg_100g,thiamin_mg_100g,riboflavin_mg_100g,niacin_mg_100g,vitamin_c_mg_100g,bdd_percent,tkpi_main_group,tkpi_group_code,category_code,category_name,category_source,food_name_clean,food_name_match,food_name_match_original,urt,urt_qty,urt_unit,gram_per_portion,food_name_std
AR001,"Beras giling, mentah",KZGMI-2001,12.0,357,8.4,1.7,77.1,0.2,0.8,147,81,1.8,27,71.0,0.10,0.5,0,0,0,0.20,0.08,2.6,0,100,A,AR,MP,Makanan Pokok,tkpi_main_group,"beras giling, mentah",nasi beras giling putih,beras giling,3/4 Gelas,0.75,Gelas,100,"beras giling, mentah"
AR002,"Beras giling var pelita, mentah",KZGPI-1990,11.4,369,9.5,1.4,77.1,0.4,0.6,68,171,1.4,0.0,34,0.00,0.0,0,0,0,0.26,0.00,0.0,100,0,A,AR,MP,Makanan Pokok,tkpi_main_group,"beras giling var pelita, mentah",nasi beras giling putih,beras giling var pelita,3/4 Gelas,0.75,Gelas,100,"beras giling var pelita, mentah"
AR003,"Beras giling var rojolele, mentah",KZGPI-1990,12.0,357,8.4,1.7,77.1,0.2,0.8,147,81,1.8,112.9,34,80,0,0.1,0.14,0.10,0.02,0.20,1.5,0,100,A,AR,MP,Makanan Pokok,tkpi_main_group,"beras giling var rojolele, mentah",nasi beras giling putih,beras giling var rojolele,3/4 Gelas,0.75,Gelas,100,"beras giling var rojolele, mentah"
AR004,"Beras hitam, mentah",KZGMI-2001,12.9,351,8.0,1.3,76.9,20.1,0.9,6,198,0.1,15,105.0,1.6,0,0,0,641,0.06,0.21,0.0,100,0,A,AR,MP,Makanan Pokok,tkpi_main_group,"beras hitam, mentah",nasi beras giling hitam,beras hitam,3/4 Gelas,0.75,Gelas,100,"beras hitam, mentah"
AR005,"Beras jagung kuning, kering, mentah",KZGMI-2001,10.8,358,5.5,0.1,82.7,10.0,0.9,20,90,1.4,80.0,1,4.1,0.10,0.10,3.5,301,0.08,0.12,1.0,100,0,A,AR,MP,Makanan Pokok,tkpi_main_group,"beras jagung kuning, mentah","beras jagung kuning, kering","beras jagung kuning, kering",,,,,"beras jagung kuning, mentah"
AR006,"Beras jagung putih, kering, mentah",KZGMI-2001,22.5,307,4.8,0.1,71.8,10.0,0.8,17,78,1.2,70.0,1,0,0,0.28,0,2.2,0.15,0.07,0.9,100,0,A,AR,MP,Makanan Pokok,tkpi_main_group,"beras jagung putih, mentah","beras jagung putih, kering","beras jagung putih, kering",,,,,"beras jagung putih, mentah"
AR007,"Beras ketan hitam tumbuk, mentah",KZGPI-1990,13.7,360,8.0,2.3,74.5,1.0,1.5,10,347,6.2,288.0,11,-,-,-,-,-,0.10,0.24,2.0,0,100,A,AR,MP,Makanan Pokok,tkpi_main_group,"beras ketan hitam tumbuk, mentah",beras ketan hitam tumbuk,beras ketan hitam tumbuk,,,,,"beras ketan hitam tumbuk, mentah"
AR008,"Beras ketan putih tumbuk, mentah",KZGPI-1990,12.9,361,7.4,0.8,78.4,0.4,0.5,13,157,3.4,3,282.0,0,0,0,22,0.28,0.00,0.28,1.4,0,100,A,AR,MP,Makanan Pokok,tkpi_main_group,"beras ketan putih tumbuk, mentah",beras ketan putih tumbuk,beras ketan putih tumbuk,,,,,"beras ketan putih tumbuk, mentah"
AR009,"Beras ladang, mentah",KZGMI-2001,9.8,376,7.5,3.8,78.0,5.9,0.9,20,110,0.8,10,70.0,0.10,1.4,0,0,-,0.20,0.20,5.1,100,0,A,AR,MP,Makanan Pokok,tkpi_main_group,"beras ladang, mentah",beras ladang,beras ladang,,,,,"beras ladang, mentah"
AR010,"Beras menir, mentah",DABM-1964,12.0,362,7.7,4.4,73.0,0.2,0.2,22,272,3.7,90,201.0,0,0,0.5,0.10,-,0.00,0.55,1.9,0,100,A,AR,MP,Makanan Pokok,tkpi_main_group,"beras menir, mentah",beras menir,beras menir,,,,,"beras menir, mentah"
AR011,Beras parboiled,DABM-1964,10.0,353,6.8,0.6,80.0,0.5,2.5,5,142,0.8,2,46.0,1.0,0,0,0.28,-,0.22,0.11,3.4,100,0,A,AR,MP,Makanan Pokok,tkpi_main_group,beras parboiled,beras parboiled,beras parboiled,,,,,beras parboiled
AR012,"Beras tumbuk, mentah",KZGMI-2001,11.5,354,7.8,0.4,79.9,3.8,0.4,3,112,0.6,5,85.0,0.50,0,0,1.5,-,0.25,0.22,5.1,100,0,A,AR,MP,Makanan Pokok,tkpi_main_group,"beras tumbuk, mentah",beras tumbuk,beras tumbuk,,,,,"beras tumbuk, mentah"
AR013,"Beras tumbuk merah, mentah",KZGPI-1990,14.6,352,7.3,0.9,76.2,0.8,1.0,15,257,4.2,10,202.0,0.36,1.9,0,0,0,0.00,0.34,3.3,100,0,A,AR,MP,Makanan Pokok,tkpi_main_group,"beras tumbuk merah, mentah",nasi beras giling merah,beras tumbuk merah,3/4 Gelas,0.75,Gelas,100,"beras tumbuk merah, mentah"
AR014,"Cantel, mentah",DABM-1964,11.0,366,11.0,3.3,73.0,1.2,1.7,28,287,4.4,7,249.0,0,0,-,-,-,0.09,0.14,2.8,100,0,A,AR,MP,Makanan Pokok,tkpi_main_group,"cantel, mentah",cantel,cantel,,,,,"cantel, mentah"
AR015,"Jagung muda, kuning, mentah",KZGPI-1990,61.8,147,5.1,0.7,31.5,1.3,0.9,6,122,1.1,5,33.6,0.10,0.24,0.9,0.8,113,0.13,261,0,9,100,A,AR,MP,Makanan Pokok,tkpi_main_group,"jagung muda, kuning, mentah","jagung muda, kuning","jagung muda, kuning",,,,,"jagung muda, kuning, mentah"
AR016,"Jagung kuning pipil, kering, mentah",KZGPI-1990,11.5,366,9.8,7.3,69.1,2.2,2.4,30,538,2.3,5,79.4,0.10,1.8,0.12,0.12,641,0.12,636,4.1,100,3,A,AR,MP,Makanan Pokok,tkpi_main_group,"jagung kuning pipil, mentah","jagung kuning pipil, kering","jagung kuning pipil, kering",,,,,"jagung kuning pipil, mentah"
AR017,"Jagung pipil var. harapan, kering",KZGPI-1990,11.3,367,6.2,5.1,76.2,2.6,1.2,7,354,2.8,1,79.6,0.08,0.19,385,637,4.1,0.10,1.0,-,100,0,A,AR,MP,Makanan Pokok,tkpi_main_group,jagung pipil var. harapan,"jagung pipil var. harapan, kering","jagung pipil var. harapan, kering",,,,,jagung pipil var. harapan
AR018,"Jagung pipil var. metro, kering",KZGPI-1990,10.6,368,5.5,4.6,78.0,2.9,1.3,7,300,2.4,1,80.2,0.16,0.08,554,642,4.1,0.10,1.0,-,100,0,A,AR,MP,Makanan Pokok,tkpi_main_group,jagung pipil var. metro,"jagung pipil var. metro, kering","jagung pipil var. metro, kering",,,,,jagung pipil var. metro
AR019,"Jali, mentah",DABM-1964,23.0,324,11.0,4.0,61.0,3.1,1.0,213,176,11.0,24,-,0.10,0.08,0.14,1.8,0.4,-,-,-,90,0,A,AR,MP,Makanan Pokok,tkpi_main_group,"jali, mentah",jali,jali,,,,,"jali, mentah"
AR020,"Jawawut, mentah",DABM-1964,11.9,364,9.7,3.5,73.4,8.2,1.5,28,311,5.3,7,255.1,0.28,0.33,4.5,33,0.45,-,-,1.5,100,-,A,AR,MP,Makanan Pokok,tkpi_main_group,"jawawut, mentah",jawawut,jawawut,,,,,"jawawut, mentah"
AR021,"Jampang huma, mentah",DABM-1964,11.7,350,6.2,1.4,78.2,1.7,2.5,329,254,5.3,53,396.7,1.6,0.30,0.51,33,0.70,-,-,0.7,0,100,A,AR,G,Gula,keyword_rule,"jampang huma, mentah",jampang huma,jampang huma,,,,,"jampang huma, mentah"
AP001,Nasi,KZGPI-1990,56.7,180,3.0,0.3,39.8,0.2,0.2,25,27,0.4,1,38.0,0.10,-,-,-,0,0.05,-,0,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,nasi,nasi,nasi,,,,,nasi
AP002,Nasi tim,OKN-1992,71.0,120,2.4,0.4,26.0,0.5,0.2,3,7,0.4,0,23.9,0.10,0,-,-,0,0.10,-,0,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,nasi tim,nasi tim,nasi tim,,,,,nasi tim
AP003,Tapai beras,KZGMI-2001,75.5,99,1.7,0.3,22.4,0.0,0.1,4,19,0.0,5,2.0,0.05,2.6,0,0,0,0.10,0,0,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,tapai beras,tapai beras,tapai beras,,,,,tapai beras
AP004,"Tepung beras, mentah",DABM-1964,12.0,353,7.0,0.5,80.0,2.4,0.5,5,140,0.8,5,241.0,0.6,0.10,0,0,0,0.12,12,0.8,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,"tepung beras, mentah",tepung beras,tepung beras,8 Sendok Makan,8.0,Sendok Makan,50,"tepung beras, mentah"
AP005,Nasi beras merah,KZGPI-1990,64.0,149,2.8,0.4,32.5,0.3,0.3,6,63,0.8,5,91.4,0,0.00,0,0,0,0.06,0,1.6,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,nasi beras merah,nasi beras merah,nasi beras merah,,,,,nasi beras merah
AP006,"Bihun, mentah",DABM-1964,12.9,348,4.7,0.1,82.1,1.2,0.2,6,35,1.8,5.0,12,0.08,0.00,0.00,0,0,0,0.2,0.7,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,"bihun, mentah",bihun,bihun,1/2 Gelas,0.5,Gelas,50,"bihun, mentah"
AP007,Bihun goreng instan,KZGMS-1993,9.0,381,6.1,3.9,80.3,-,0.7,266,151,2.9,928,-,0.37,58,400,-,-,-,-,-,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,bihun goreng instan,bihun goreng instan,bihun goreng instan,,,,,bihun goreng instan
AP008,"Bihun Jagung, mentah",BKP,11.3,354,0.5,0.3,87.4,3.0,0.5,13,111,0.6,1.4,49,0.40,0.02,0.0,0,0.02,0,-,0.3,0,100,A,AP,MP,Makanan Pokok,tkpi_main_group,"bihun jagung, mentah",bihun jagung,bihun jagung,,,,,"bihun jagung, mentah"
AP009,Nasi jagung,BKP,11.0,357,8.8,0.5,79.5,6.2,0.3,5,43,0.6,2,30.4,0.1,0.02,0.30,0.10,0,0,-,0.3,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,nasi jagung,nasi jagung,nasi jagung,,,,,nasi jagung
AP010,"Jagung kuning muda, rebus",KZGPI-1990,53.2,142,5.0,0.7,30.3,0.8,0.8,5,105,0.8,5,24.3,0.20,0.9,225,0.15,0.00,145,-,0.7,0,100,A,AP,MP,Makanan Pokok,tkpi_main_group,"jagung kuning muda, rebus",jagung kuning muda,jagung kuning muda,,,,,"jagung kuning muda, rebus"
AP011,"Jagung kuning, tepung",DABM-1964,12.0,355,9.2,3.9,73.7,7.2,1.2,10,256,2.4,11,24.4,0.38,510,0.3,0.02,0,1.7,-,0.23,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,"jagung kuning, tepung","jagung kuning, tepung","jagung kuning, tepung",,,,,"jagung kuning, tepung"
AP012,"Jagung kuning pipil, rebus",KZGPI-1990,63.7,154,3.8,3.5,28.4,0.7,0.6,7,171,0.5,5,56.4,4.4,0.10,818,234,0.08,0.10,0,1.7,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,"jagung kuning pipil, rebus",jagung kuning pipil,jagung kuning pipil,,,,,"jagung kuning pipil, rebus"
AP013,Tepung jagung putih,DABM-1964,12.0,355,9.2,3.9,73.7,7.2,1.2,10,256,2.4,11,24.4,0.23,1.7,0,0,0.38,0.02,-,0.3,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,tepung jagung putih,tepung jagung putih,tepung jagung putih,,,,,tepung jagung putih
AP014,Ketupat ketan,KZGPI-1990,52.0,212,4.0,4.6,38.6,0.2,0.9,8,46,1.0,9,144,0.7,0.10,0,0,0,0.07,0.00,0.2,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,ketupat ketan,ketupat ketan,ketupat ketan,,,,,ketupat ketan
AP015,"Ketan hitam, matang",KZGPI-1990,56.9,181,4.0,1.2,37.3,0.3,0.6,9,144,1.7,18.4,9,-,-,0,0,0,0.06,-,0.5,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,"ketan hitam, matang",ketan hitam,ketan hitam,,,,,"ketan hitam, matang"
AP016,Tapai ketan hitam,KZGPI-1990,50.2,166,3.8,1.0,34.4,0.3,0.6,8,106,1.6,5,12.0,0,0.02,-,-,-,-,-,-,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,tapai ketan hitam,tapai ketan hitam,tapai ketan hitam,,,,,tapai ketan hitam
AP017,"Ketan putih, matang",KZGPI-1990,60.7,163,3.0,0.4,35.7,0.2,0.2,4,55,0.7,8,16.8,0.10,0.7,0,0,0,0.00,0.07,0.5,0,100,A,AP,MP,Makanan Pokok,tkpi_main_group,"ketan putih, matang",ketan putih,ketan putih,,,,,"ketan putih, matang"
AP018,Tapai ketan putih,KZGPI-1990,58.9,172,3.0,0.5,37.5,0.6,0.1,6,35,0.5,-,1,0,0,0,-,-,0.00,0.04,0.2,0,100,A,AP,MP,Makanan Pokok,tkpi_main_group,tapai ketan putih,tapai ketan putih,tapai ketan putih,,,,,tapai ketan putih
AP019,"Maizena, tepung",DABM-1964,14.0,341,0.3,0.0,85.0,7.0,0.7,20,30,1.5,6,9.0,1.6,0.22,0,0,0,0.09,0.00,1.3,0,100,A,AP,MP,Makanan Pokok,tkpi_main_group,"maizena, tepung","maizena, tepung","maizena, tepung",,,,,"maizena, tepung"
AP020,"Makaroni, mentah",DABM-1964,11.7,353,8.7,0.4,78.7,4.9,2.5,20,80,0.3,5,0.0,0.28,1.4,0,-,-,0.10,0.13,2.2,0,100,A,AP,MP,Makanan Pokok,tkpi_main_group,"makaroni, mentah",makaroni,makaroni,1½ Gelas,1.5,Gelas,50,"makaroni, mentah"
AP021,Mi basah,DABM-1964,80.0,88,0.6,3.3,14.0,0.1,2.1,14,13,6.8,63,13.5,0.06,0.4,0,-,-,0.00,0.00,0.0,0,100,A,AP,MP,Makanan Pokok,tkpi_main_group,mi basah,mi basah,mi basah,,,,,mi basah
AP022,Mi kering,KZGPI-1990,10.6,339,10.0,1.7,6.3,0.4,1.4,31,143,3.9,83.0,760,0.29,1.9,0,-,-,0.08,0.00,-,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,mi kering,mi kering,mi kering,,,,,mi kering
AP023,Misoa,KZGPI-1990,10.0,345,8.5,2.2,78.0,0.5,1.3,52,120,8.7,3064,44.0,0.0,0.08,0,0,0,0.00,0.02,0.2,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,misoa,misoa,misoa,,,,,misoa
AP024,Roti putih,DABM-1964,40.0,248,8.0,1.2,50.0,9.1,0.8,10,95,1.5,91.0,530,0.9,0.15,0,0,0,0.29,0.10,2.4,0,100,A,AP,MP,Makanan Pokok,tkpi_main_group,roti putih,roti putih,roti putih,3 Iris,3.0,Iris,70,roti putih
AP025,Tepung terigu,KZGPI-1990,11.8,333,9.0,1.0,77.2,0.3,1.0,22,150,1.3,2,0.0,2.8,0.00,0,0,0,0.10,0.07,1.0,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,tepung terigu,tepung terigu,tepung terigu,5 Sendok Makan,5.0,Sendok Makan,50,tepung terigu
AP026,Amparan tatak,KZGMI-2001,58.4,191,1.3,5.5,34.0,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,A,AP,MP,Makanan Pokok,tkpi_main_group,amparan tatak,amparan tatak,amparan tatak,,,,,amparan tatak
AP027,"Apang kukus, kue",KZGMI-2001,49.5,202,3.0,0.3,46.7,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,A,AP,MP,Makanan Pokok,tkpi_main_group,"apang kukus, kue","apang kukus, kue","apang kukus, kue",,,,,"apang kukus, kue"
AP028,"Apem, kue",KZGMI-2001,63.1,148,2.0,0.5,33.9,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,A,AP,MP,Makanan Pokok,tkpi_main_group,"apem, kue","apem, kue","apem, kue",,,,,"apem, kue"
AP029,Biskuit,DABM-1964,2.2,458,6.9,14.4,75.1,2.1,1.4,62,87,2.7,20.3,241,0.16,0.6,14,0,-,0.15,0.09,1.4,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,biskuit,biskuit,biskuit,4 Buah Besar,4.0,Buah Besar,40,biskuit
AP030,"Bakpia, kue",KZGPI-1990,38.9,272,8.7,6.7,44.1,0.9,1.6,194,117,4.5,-,1392,0.31,1.00,-,-,-,-,-,2.9,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,"bakpia, kue","bakpia, kue","bakpia, kue",,,,,"bakpia, kue"
AP031,Bakwan,KZGPI-1990,40.5,280,8.2,10.2,39.0,3.4,2.1,204,79,7.0,-,-,0,0,-,-,-,0.08,-,-,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,bakwan,bakwan,bakwan,,,,,bakwan
AP032,Bantal,KZGMI-2001,52.3,190,3.3,0.3,43.5,3.4,0.6,9,0,0.4,164,84.0,0.9,0.20,-,-,0.27,0.02,3.6,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,bantal,bantal,bantal,,,,,bantal
AP033,Baruasa,KZGMI-2001,5.3,417,6.5,8.2,79.3,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,A,AP,MP,Makanan Pokok,tkpi_main_group,baruasa,baruasa,baruasa,,,,,baruasa
AP034,Batar daan,KZGMI-2001,75.3,107,2.2,2.2,19.6,-,0.7,20,30,0.6,200,90.0,0.10,-,-,-,0.02,0.18,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,batar daan,batar daan,batar daan,,,,,batar daan
AP035,Bika ambon,KZGPI-1990,51.5,199,1.5,2.1,44.4,0.3,0.6,28,45,1.8,-,408,0.10,0,0.0,-,-,-,-,-,0,100,A,AP,MP,Makanan Pokok,tkpi_main_group,bika ambon,bika ambon,bika ambon,,,,,bika ambon
AP036,Bingka,KZGMI-2001,44.4,273,10.6,5.3,39.1,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,bingka,bingka,bingka,,,,,bingka
AP037,Bobengka,KZGMI-2001,46.3,225,5.3,2.6,45.2,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,bobengka,bobengka,bobengka,,,,,bobengka
AP038,Bolu peca,KZGMI-2001,55.6,197,4.6,0.4,35.6,0.0,0.9,198,86,2.0,-,240,-,-,0.00,0.00,0.34,0,0.0,0.0,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,bolu peca,bolu peca,bolu peca,,,,,bolu peca
AP039,Brem,KZGPI-1990,37.4,249,3.3,3.4,58.0,0.0,0,0,0.9,0.0,-,-,-,-,-,-,-,-,0.0,0.0,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,brem,brem,brem,,,,,brem
AP040,Bubur tinotuan (Manado),KZGMI-2001,80.9,156,0.2,2.3,15.6,8.2,0.4,20,41,1.0,-,486,164.0,0.30,0.4,0.04,0.10,1437,-,-,100,15,A,AP,MP,Makanan Pokok,tkpi_main_group,bubur tinotuan (manado),bubur tinotuan (manado),bubur tinotuan (manado),,,,,bubur tinotuan (manado)
AP041,Cake tape,KZGMI-2001,32.2,323,11.5,4.9,50.1,1.4,2.6,83,131,1.4,-,1872,26,0.16,0.38,-,-,-,0.3,0,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,cake tape,cake tape,cake tape,,,,,cake tape
AP042,Cangkuning,KZGMI-2001,57.5,204,7.5,2.8,31.4,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,cangkuning,cangkuning,cangkuning,,,,,cangkuning
AP043,Dodol bali,KZGPI-1990,26.5,298,2.1,3.7,65.9,0.4,1.8,70,76,2.5,-,496,0.28,0,0,2.5,0,-,-,100,-,,A,AP,MP,Makanan Pokok,tkpi_main_group,dodol bali,dodol bali,dodol bali,,,,,dodol bali
AP044,Dodol galamai,KZGMI-2001,16.5,348,3.8,0.4,76.1,0.5,2.6,144,41,1.2,38,76.0,0.30,2.1,0.06,0,0.03,0,0,1.8,0,100,A,AP,MP,Makanan Pokok,tkpi_main_group,dodol galamai,dodol galamai,dodol galamai,,,,,dodol galamai
AP045,Dodol kedondong,KZGPI-1990,26.4,331,7.6,1.9,63.8,1.0,0.4,55,90,2.3,-,408,0,0.11,0.8,-,-,-,-,100,5,,A,AP,MP,Makanan Pokok,tkpi_main_group,dodol kedondong,dodol kedondong,dodol kedondong,,,,,dodol kedondong
AP046,Dodol manado,KZGMI-2001,26.1,373,4.3,10.6,51.9,0.4,2.4,41,240,1.9,35,72.0,0.30,2.1,0.04,0,0,0.00,0,2.1,0,100,A,AP,MP,Makanan Pokok,tkpi_main_group,dodol manado,dodol manado,dodol manado,,,,,dodol manado
AP047,Emping beras,KZGMI-2001,13.6,403,16.5,2.2,71.7,0.2,1.2,11,113.0,0.3,1,-,0.30,2.4,0.06,0,0,0.16,0,-,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,emping beras,emping beras,emping beras,,,,,emping beras
AP048,Gemblong,KZGPI-1990,36.2,274,5.4,1.7,55.5,2.2,1.2,69,55,3.3,-,-,0.00,0,0,0,0,100,-,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,gemblong,gemblong,gemblong,,,,,gemblong
AP049,Gendar goreng,KZGPI-1990,30.4,407,6.4,28.2,32.0,0.1,1.6,62,216,3.0,-,184,0.00,0.16,0,0.6,0,-,-,100,-,,A,AP,MP,Makanan Pokok,tkpi_main_group,gendar goreng,gendar goreng,gendar goreng,,,,,gendar goreng
AP050,Intip goreng,KZGPI-1990,6.5,474,21.6,7.6,62.3,1.2,2.0,64,323,2.5,38.0,0,0.5,0.05,0.01,200,0.25,0,0.8,0,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,intip goreng,intip goreng,intip goreng,,,,,intip goreng
AP051,Jagung gerontol,KZGPI-1990,61.7,156,1.3,2.7,33.3,1.0,0.8,105,51,1.2,-,-,0.08,0.00,0,162,0.0,0,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,jagung gerontol,jagung gerontol,jagung gerontol,,,,,jagung gerontol
AP052,Jagung titi,KZGPI-1990,9.2,374,2.2,9.4,79.1,0.8,0.1,142,14,2.9,-,9.00,0.20,11507,-,-,-,-,100,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,jagung titi,jagung titi,jagung titi,,,,,jagung titi
AP053,Japilus,KZGPI-1990,3.8,500,1.2,25.1,67.3,0.4,2.7,4.9,186,29,-,0,0.03,0,0.17,0.4,100,0,-,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,japilus,japilus,japilus,,,,,japilus
AP054,Kakicak,KZGMI-2001,43.9,296,15.1,3.4,36.7,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kakicak,kakicak,kakicak,,,,,kakicak
AP055,Kambose,KZGMI-2001,61.5,164,2.4,3.0,32.6,4.3,0.7,16,36,0.7,32.0,0,0.10,1.6,0.10,0.10,256,0,0.4,100,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kambose,kambose,kambose,,,,,kambose
AP056,Kapusa,KZGMI-2001,63.5,158,3.2,4.4,27.8,5.3,1.0,115,79,1.2,104,149.0,0.50,1.1,1374,0.06,0.05,0,0.1,100,0,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kapusa,kapusa,kapusa,,,,,kapusa
AP057,Keddo bodong,KZGMI-2001,33.9,290,4.6,5.7,55.2,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,keddo bodong,keddo bodong,keddo bodong,,,,,keddo bodong
AP058,"Kelepon, kue",KZGMI-2001,49.6,215,3.7,3.7,41.8,1.0,1.2,232,45,3.3,-,-,0.09,0.07,0,872,0.2,0,100,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,"kelepon, kue","kelepon, kue","kelepon, kue",,,,,"kelepon, kue"
AP059,Kereput,KZGMI-2001,3.5,580,4.8,39.6,51.1,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kereput,kereput,kereput,,,,,kereput
AP060,Ketoprak,KZGPI-1990,69.1,153,7.9,7.7,13.0,2.9,2.6,153,134,3.4,-,3,435,0.05,0,-,-,100,-,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,ketoprak,ketoprak,ketoprak,,,,,ketoprak
AP061,Ketupat kandangan,KZGMI-2001,78.5,109,2.2,5.2,13.4,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,ketupat kandangan,ketupat kandangan,ketupat kandangan,,,,,ketupat kandangan
AP062,Koya,KZGMI-2001,13.2,366,4.2,4.3,77.5,0.8,0.8,153,222,7.0,-,0,-,-,0,-,-,100,-,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,koya,koya,koya,,,,,koya
AP063,Koya mirasa,KZGMI-2001,7.2,370,8.0,1.0,82.2,0.4,1.6,83,110,17.0,-,3,144,0.19,0.45,2.6,0,-,-,100,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,koya mirasa,koya mirasa,koya mirasa,,,,,koya mirasa
AP064,Koyabu,KZGMI-2001,44.2,241,3.4,4.3,47.2,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,koyabu,koyabu,koyabu,,,,,koyabu
AP065,Kue ali,KZGMI-2001,12.8,440,3.8,18.5,64.5,0.3,0.4,27,47,2.5,-,0,0.09,0.13,0,0.0,100,0,-,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kue ali,kue ali,kue ali,,,,,kue ali
AP066,Kue bangen,KZGMI-2001,5.6,442,3.3,14.7,74.2,-,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kue bangen,kue bangen,kue bangen,,,,,kue bangen
AP067,Kue gelang,KZGMI-2001,7.1,448,5.8,16.1,70.0,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kue gelang,kue gelang,kue gelang,,,,,kue gelang
AP068,Kue jahe,KZGPI-1990,3.7,425,1.6,8.8,84.6,1.2,1.3,155,61,4.0,-,0,0,0.20,0,100,-,-,-,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kue jahe,kue jahe,kue jahe,,,,,kue jahe
AP069,Kue kelapa,KZGMI-2001,3.3,591,5.6,42.1,47.5,-,1.5,32,180,1.6,33,443.0,0.50,1.1,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kue kelapa,kue kelapa,kue kelapa,,,,,kue kelapa
AP070,Kue koa,KZGMI-2001,14.5,340,4.8,0.4,79.3,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kue koa,kue koa,kue koa,,,,,kue koa
