food_code,food_name,source,water_g_100g,energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,ABU (g),calcium_mg_100g,FOSFOR (mg),BESI (mg),sodium_mg_100g,potassium_mg_100g,TEMBAGA (mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR-TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT C (mg),bdd_percent,food_name_normalized,category,category_source,urt_food_name,urt,gram_per_portion,similarity_score,match_type_fuzzy,match_type,URT,is_usable_for_recommendation,energy_kcal_portion,protein_g_portion,fat_g_portion,carb_g_portion,sodium_mg_portion,potassium_mg_portion,calcium_mg_portion,processing_status,restricted_processed_flag,macro_count
CP070,Tempe bongkrek,DABM-1964,70,88,10.0,4.0,3.0,,"146,3",27.0,100,"2,6",,,,,0,,,"0,08",,,0,100.0,bongkrek tempe,LN,code_prefix,,,100.0,,no_match,smart_portion_default,1 Potong,True,88.0,10.0,4.0,3.0,,,27.0,Non-Olahan,False,4
CP081,Tempe lamtoro var. gung tanpa kulit,KZGPI- 1990,"67,1",131,18.0,,13.0,"1,3","1,1",95.0,154,"12,4",,,,,,,5900,"0,2","0,02","2,6",,100.0,gung kulit lamtoro tanpa tempe var,LN,code_prefix,,,100.0,,no_match,smart_portion_default,1 Potong,True,131.0,18.0,,13.0,,,95.0,Non-Olahan,False,3
CP083,Tempe pasar goreng,KZGPI- 1990,"42,9",336,20.0,28.0,,"3,4","1,3",156.0,350,3,20.0,,"0,8","2,2",,,10,"0,1","0,5",3,0,100.0,pasar tempe,LN,code_prefix,,,100.0,,no_match,smart_portion_default,1 Potong,True,336.0,20.0,28.0,,20.0,,156.0,Non-Olahan,False,3
DR003,"Andaliman, segar",KZGPI-1990,"74,2",99,,1.0,18.0,"8,5","2,2",383.0,107,"2,9",,,,,0,,6300,3,,,15,100.0,andaliman,S,code_prefix,,,100.0,,no_match,category_standard_vegetable,1 gelas,True,99.0,,1.0,18.0,,,383.0,Non-Olahan,False,3
DR065,"Daun pepaya, segar",DABM-1964,"75,4",87,8.0,2.0,,"1,5","2,7",353.0,63,"0,8",,,"0,2","1,5",,5409,18250,"0,15","0,5","1,9",140,71.0,daun pepaya,S,code_prefix,,,100.0,,no_match,category_standard_vegetable,1 gelas,True,87.0,8.0,2.0,,,,353.0,Non-Olahan,False,3
DR070,"Daun singkil, segar",KZGPI-1990,"80,9",68,2.0,1.0,,"3,3","0,9",178.0,86,"2,1",,,,,,,6042,"0,02",,,3,70.0,daun singkil,S,code_prefix,,,100.0,,no_match,category_standard_vegetable,1 gelas,True,68.0,2.0,1.0,,,,178.0,Non-Olahan,False,3
DR135,"Peterseli, segar",DABM-1964,"83,9",53,,1.0,9.0,0,"2,4",193.0,84,"4,3",,,"0,2","1,4",,2940,8230,"0,11","0,29","0,7",193,95.0,peterseli,S,code_prefix,,,100.0,,no_match,category_standard_vegetable,1 gelas,True,53.0,,1.0,9.0,,,193.0,Non-Olahan,False,3
DP018,"Taoge, seduh",KZGPI-1990,"91,9",28,3.0,,4.0,1,"0,3",52.0,73,"0,5",18.0,,"0,19","0,4",,46,18,"0,1",0,"0,9",2,87.0,seduh taoge,S,code_prefix,,,100.0,,no_match,category_standard_vegetable,1 gelas,True,28.0,3.0,,4.0,18.0,,52.0,Non-Olahan,False,3
DP033,Gulai pakis,KZGPI-1990,"76,1",143,4.0,,6.0,"1,4","2,6",548.0,124,"1,7",,,,,11,,9802,"0,35",,,1,100.0,gulai pakis,S,code_prefix,,,100.0,,no_match,category_standard_vegetable,1 gelas,True,143.0,4.0,,6.0,,,548.0,Non-Olahan,False,3
DP053,Sayur sop,KZGPI-1990,"92,7",27,,2.0,1.0,"0,3","2,7",168.0,57,"1,8",,,,,20,,2569,"0,1",,,0,100.0,sayur sop,S,code_prefix,,,100.0,,no_match,category_standard_vegetable,1 gelas,True,27.0,,2.0,1.0,,,168.0,Non-Olahan,False,3
DP057,Semur jengkol,KZGMS-1993,"52,7",212,6.0,10.0,,,"2,2",77.0,99,1,,,,,,,81,"0,14",,,4,100.0,jengkol semur,S,code_prefix,,,100.0,,no_match,category_standard_vegetable,1 gelas,True,212.0,6.0,10.0,,,,77.0,Non-Olahan,False,3
ER046,"Kelapa muda, daging, segar",DABM-1964,83,68,1.0,,14.0,0,"0,8",7.0,30,1,18.0,,"0,14","0,3",0,,,,,"0,6",4,53.0,daging kelapa muda,B,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,68.0,1.0,,14.0,18.0,,7.0,Non-Olahan,False,3
FR001,"Anak sapi, daging, gemuk, segar",DABM-1964,62,184,,14.0,0.0,0,"5,2",10.0,200,"2,2",118.0,,"0,17","3,3",12,,,,,7,,100.0,anak daging gemuk sapi,LH,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,184.0,,14.0,0.0,118.0,,10.0,Non-Olahan,False,3
FR002,"Anak sapi, daging, kurus, segar",DABM-1964,69,174,,10.0,0.0,0,"1,4",11.0,201,"2,9",96.0,,"0,14","2,7",6,,,,,"5,7",0,100.0,anak daging kurus sapi,LH,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,174.0,,10.0,0.0,96.0,,11.0,Non-Olahan,False,3
FR003,"Anak sapi, daging, sedang, segar",DABM-1964,68,190,,12.0,0.0,0,"0,9",11.0,193,"2,9",99.0,,"0,14","2,8",12,,,,,"5,9",0,100.0,anak daging sapi sedang,LH,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,190.0,,12.0,0.0,99.0,,11.0,Non-Olahan,False,3
FR005,"Ayam, daging, segar",DABM-1964,"55,9",298,,25.0,0.0,0,"0,9",14.0,200,"1,5",109.0,,"0,11","0,6",245,,,,,"10,4",0,58.0,ayam daging,LH,code_prefix,Daging ayam,1 potong sedang,40.0,100.0,exact_name,normalized_urt,1 potong sedang,True,119.2,,10.0,0.0,43.6,,5.6000000000000005,Non-Olahan,False,3
FR008,"Babi, daging, gemuk,segar",DABM-1964,42,453,,45.0,0.0,0,"1,1",7.0,117,"1,8",112.0,,"0,22","0,4",0,,,,,"5,9",0,100.0,babi daging gemuk,LH,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,453.0,,45.0,0.0,112.0,,7.0,Non-Olahan,False,3
FR009,"Babi, daging, kurus, segar",DABM-1964,50,371,,35.0,0.0,0,"0,9",8.0,151,"2,1",97.0,,"0,19","0,4",0,,,,,"5,4",0,100.0,babi daging kurus,LH,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,371.0,,35.0,0.0,97.0,,8.0,Non-Olahan,False,3
FR012,"Bebek (itik), daging, segar",DABM-1964,"54,3",321,16.0,,0.0,0,"1,1",15.0,188,"1,8",54.0,199.0,"0,21","1,2",273,,,,,"4,3",0,60.0,bebek daging itik,LH,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,321.0,16.0,,0.0,54.0,199.0,15.0,Non-Olahan,False,3
FR024,"Sapi, daging, gemuk, segar",DABM-1964,60,273,,22.0,0.0,0,"0,5",10.0,150,"2,6",93.0,267.0,"0,17","6,4",12,,,,,"7,3",0,100.0,daging gemuk sapi,LH,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,273.0,,22.0,0.0,93.0,267.0,10.0,Non-Olahan,False,3
FR025,"Sapi, daging, kurus, segar",DABM-1964,69,174,,10.0,0.0,0,"1,4",11.0,181,"2,9",83.0,489.0,"0,07","4,9",6,,,,,"1,2",0,100.0,daging kurus sapi,LH,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,174.0,,10.0,0.0,83.0,489.0,11.0,Non-Olahan,False,3
FR026,"Sapi, daging, lemak sedang, segar",DABM-1964,66,201,,14.0,0.0,0,"1,2",11.0,170,"2,8",105.0,378.0,"4,58","5,2",9,,,,,"1,3",0,100.0,daging lemak sapi sedang,LH,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,201.0,,14.0,0.0,105.0,378.0,11.0,Non-Olahan,False,3
FP014,"Sapi, daging, dendeng, mentah",DABM-1964,25,301,55.0,9.0,0.0,,11,30.0,370,"5,1",,,,,0,,,,,,0,100.0,daging dendeng sapi,LH,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,301.0,55.0,9.0,0.0,,,30.0,Olahan,False,4
FP023,"Ayam goreng church texas, sayap",KZGPI- 1990,"47,2",295,34.0,16.0,,0,"1,3",81.0,179,3,771.0,,"0,16","1,2",13,,50,,,"6,2",0,100.0,ayam church sayap texas,LH,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,295.0,34.0,16.0,,771.0,,81.0,Non-Olahan,False,3
FP044,"Coto mangkasara, sapi, masakan",KZGMI-2001,"85,9",84,6.0,6.0,,,"0,7",8.0,104,4,90.0,25.0,"0,3","0,6",,,,"0,16","0,14","10,3",,100.0,coto mangkasara sapi,LH,code_prefix,,,100.0,,no_match,smart_portion_default,100 gram,True,84.0,6.0,6.0,,90.0,25.0,8.0,Non-Olahan,False,3
GR004,"Ikan bader, segar",DABM- 1964,66,193,19.0,13.0,0.0,0,2,48.0,150,"0,4",118.0,,"0,1","0,2",45,0,,"0,01","0,1","4,1",0,,bader ikan,LH,code_prefix,,,50.0,,no_match,smart_portion_default,2 Potong,True,96.5,9.5,6.5,0.0,59.0,,24.0,Non-Olahan,False,4
GR007,"Ikan bandeng, segar",DABM- 1964,74,123,20.0,,0.0,0,"1,2",20.0,150,2,67.0,,0,"0,9",45,21,,"0,05","0,1",6,0,,bandeng ikan,LH,code_prefix,,,50.0,,no_match,smart_portion_default,2 Potong,True,61.5,10.0,,0.0,33.5,,10.0,Non-Olahan,False,3
GR012,"Ikan bawal, segar",DABM- 1964,78,91,19.0,,0.0,0,"1,3",20.0,150,2,129.0,,"0,1","0,3",45,0,,"0,05","0,1","1,8",0,,bawal ikan,LH,code_prefix,,,50.0,,no_match,smart_portion_default,2 Potong,True,45.5,9.5,,0.0,64.5,,10.0,Non-Olahan,False,3
GR014,"Ikan beunteur, segar",DABM- 1964,70,109,17.0,4.0,0.0,0,9,500.0,500,1,109.0,,"0,6","1,3",45,,,"0,05","0,1","2,6",0,,beunteur ikan,LH,code_prefix,,,50.0,,no_match,smart_portion_default,2 Potong,True,54.5,8.5,2.0,0.0,54.5,,250.0,Non-Olahan,False,4
GR030,"Ikan kakap, segar",DABM- 1964,77,92,20.0,,0.0,0,"2,3",20.0,200,1,,,,,9,,,"0,05",,,0,,ikan kakap,LH,code_prefix,Ikan kakap,1/3 ekor besar,35.0,100.0,exact_name,normalized_urt,1/3 ekor besar,True,32.199999999999996,7.0,,0.0,,,7.0,Non-Olahan,False,3
GR039,"Ikan layang, segar",DABM- 1964,74,109,22.0,,0.0,0,"2,3",50.0,150,2,,,,,45,0,,"0,05",,,0,80.0,ikan layang,LH,code_prefix,,,50.0,,no_match,smart_portion_default,2 Potong,True,54.5,11.0,,0.0,,,25.0,Non-Olahan,False,3
GR040,"Ikan layur, segar",KZGPI- 1990,"80,1",82,18.0,1.0,,0,"0,5",48.0,229,"2,2",,,,,4,,0,"0,04",,,0,49.0,ikan layur,LH,code_prefix,,,50.0,,no_match,smart_portion_default,2 Potong,True,41.0,9.0,0.5,,,,24.0,Non-Olahan,False,3
GR042,"Ikan lemuru, segar",DABM- 1964,76,112,20.0,3.0,0.0,0,1,20.0,100,1,,,,,30,0,,"0,05",,,0,80.0,ikan lemuru,LH,code_prefix,Ikan lemuru,1 potong sedang,35.0,100.0,exact_name,normalized_urt,1 potong sedang,True,39.199999999999996,7.0,1.0499999999999998,0.0,,,7.0,Non-Olahan,False,4
GR046,"Ikan mas, segar",DABM- 1964,80,86,16.0,2.0,0.0,0,2,20.0,150,2,65.0,,"0,1","1,1",45,8,,"0,05","0,1","2,6",0,80.0,ikan mas,LH,code_prefix,Ikan mas,1/3 ekor sedang,45.0,100.0,exact_name,normalized_urt,1/3 ekor sedang,True,38.7,7.2,0.9,0.0,29.25,,9.0,Non-Olahan,False,4
GR048,"Ikan mujahir, segar",KZGPI- 1990,"79,7",89,,1.0,0.0,0,"1,1",96.0,209,"1,5",51.0,,0,"0,2",6,3,5,"0,03","0,1",2,0,80.0,ikan mujahir,LH,code_prefix,Ikan mujair,1/3 ekor sedang,30.0,95.65,fuzzy_category,normalized_urt,1/3 ekor sedang,True,26.7,,0.3,0.0,15.299999999999999,,28.799999999999997,Non-Olahan,False,3
GR051,"Ikan paling, segar",DABM- 1964,58,303,14.0,27.0,0.0,0,1,20.0,200,1,43.0,,,,485,0,,"0,1",,,2,100.0,ikan paling,LH,code_prefix,,,50.0,,no_match,smart_portion_default,2 Potong,True,151.5,7.0,13.5,0.0,21.5,,10.0,Non-Olahan,False,4
GR065,"Ikan tembang, segar",DABM- 1964,65,204,16.0,15.0,0.0,0,4,20.0,200,2,341.0,291.0,"0,4","2,6",30,0,,"0,05",0,"5,6",0,80.0,ikan tembang,LH,code_prefix,,,50.0,,no_match,smart_portion_default,2 Potong,True,102.0,8.0,7.5,0.0,170.5,145.5,10.0,Non-Olahan,False,4
GP007,Ikan belida bakar,KZGMI-2001,"68,2",128,18.0,3.0,,0,"3,6",58.0,134,0,293.0,198.0,"0,1","0,4",,0,,"1,8","0,17","1,5",,,bakar belida ikan,LH,code_prefix,,,50.0,,no_match,smart_portion_default,2 Potong,True,64.0,9.0,1.5,,146.5,99.0,29.0,Non-Olahan,False,3
GP012,"Ikan gabus, kering",DABM- 1964,24,268,58.0,4.0,0.0,0,14,15.0,100,"0,1",,,,,30,,,"0,1",,,0,80.0,gabus ikan,LH,code_prefix,,,50.0,,no_match,smart_portion_default,2 Potong,True,134.0,29.0,2.0,0.0,,,7.5,Non-Olahan,False,4
